"plant_id"	"Treatment"	"ACC_ID"	"Rep"	"plant_num"
"7538"	"Fe_6911_5"	"Fe"	"6911"	5	7538
"7539"	"Fe_6911_6"	"Fe"	"6911"	6	7539
"7540"	"Fe_6911_7"	"Fe"	"6911"	7	7540
"7541"	"Fe_6911_8"	"Fe"	"6911"	8	7541
"7542"	"Fe_6911_9"	"Fe"	"6911"	9	7542
"7543"	"Fe_6911_10"	"Fe"	"6911"	10	7543
"7544"	"Fe_6913_1"	"Fe"	"6913"	1	7544
"7545"	"Fe_6913_2"	"Fe"	"6913"	2	7545
"7546"	"Fe_6913_3"	"Fe"	"6913"	3	7546
"7547"	"Fe_6913_4"	"Fe"	"6913"	4	7547
"7548"	"Fe_6913_5"	"Fe"	"6913"	5	7548
"7549"	"Fe_6913_6"	"Fe"	"6913"	6	7549
"7550"	"Fe_6913_7"	"Fe"	"6913"	7	7550
"7551"	"Fe_6913_8"	"Fe"	"6913"	8	7551
"7552"	"Fe_6913_9"	"Fe"	"6913"	9	7552
"7553"	"Fe_6913_10"	"Fe"	"6913"	10	7553
"7554"	"Fe_6915_1"	"Fe"	"6915"	1	7554
"7555"	"Fe_6915_2"	"Fe"	"6915"	2	7555
"7556"	"Fe_6915_3"	"Fe"	"6915"	3	7556
"7557"	"Fe_6915_4"	"Fe"	"6915"	4	7557
"7558"	"Fe_6915_5"	"Fe"	"6915"	5	7558
"7559"	"Fe_6915_6"	"Fe"	"6915"	6	7559
"7560"	"Fe_6915_7"	"Fe"	"6915"	7	7560
"7561"	"Fe_6915_8"	"Fe"	"6915"	8	7561
"7562"	"Fe_6915_9"	"Fe"	"6915"	9	7562
"7563"	"Fe_6916_1"	"Fe"	"6916"	1	7563
"7564"	"Fe_6916_2"	"Fe"	"6916"	2	7564
"7565"	"Fe_6916_3"	"Fe"	"6916"	3	7565
"7566"	"Fe_6916_4"	"Fe"	"6916"	4	7566
"7567"	"Fe_6916_5"	"Fe"	"6916"	5	7567
"7568"	"Fe_6916_6"	"Fe"	"6916"	6	7568
"7569"	"Fe_6916_7"	"Fe"	"6916"	7	7569
"7570"	"Fe_6916_8"	"Fe"	"6916"	8	7570
"7571"	"Fe_6916_9"	"Fe"	"6916"	9	7571
"7572"	"Fe_6916_10"	"Fe"	"6916"	10	7572
"7573"	"Fe_6916_11"	"Fe"	"6916"	11	7573
"7574"	"Fe_6916_12"	"Fe"	"6916"	12	7574
"7575"	"Fe_6919_1"	"Fe"	"6919"	1	7575
"7576"	"Fe_6919_2"	"Fe"	"6919"	2	7576
"7577"	"Fe_6919_3"	"Fe"	"6919"	3	7577
"7578"	"Fe_6919_4"	"Fe"	"6919"	4	7578
"7579"	"Fe_6919_5"	"Fe"	"6919"	5	7579
"7580"	"Fe_6919_6"	"Fe"	"6919"	6	7580
"7581"	"Fe_6919_7"	"Fe"	"6919"	7	7581
"7582"	"Fe_6919_8"	"Fe"	"6919"	8	7582
"7583"	"Fe_6919_9"	"Fe"	"6919"	9	7583
"7584"	"Fe_6919_10"	"Fe"	"6919"	10	7584
"7585"	"Fe_6919_11"	"Fe"	"6919"	11	7585
"7586"	"Fe_6919_12"	"Fe"	"6919"	12	7586
"7587"	"Fe_6920_1"	"Fe"	"6920"	1	7587
"7588"	"Fe_6920_2"	"Fe"	"6920"	2	7588
"7589"	"Fe_6920_3"	"Fe"	"6920"	3	7589
"7590"	"Fe_6920_4"	"Fe"	"6920"	4	7590
"7591"	"Fe_6920_5"	"Fe"	"6920"	5	7591
"7592"	"Fe_6920_6"	"Fe"	"6920"	6	7592
"7593"	"Fe_6920_7"	"Fe"	"6920"	7	7593
"7594"	"Fe_6922_1"	"Fe"	"6922"	1	7594
"7595"	"Fe_6922_2"	"Fe"	"6922"	2	7595
"7596"	"Fe_6922_3"	"Fe"	"6922"	3	7596
"7597"	"Fe_6922_4"	"Fe"	"6922"	4	7597
"7598"	"Fe_6922_5"	"Fe"	"6922"	5	7598
"7599"	"Fe_6922_6"	"Fe"	"6922"	6	7599
"7600"	"Fe_6922_7"	"Fe"	"6922"	7	7600
"7601"	"Fe_6922_8"	"Fe"	"6922"	8	7601
"7602"	"Fe_6922_9"	"Fe"	"6922"	9	7602
"7603"	"Fe_6922_10"	"Fe"	"6922"	10	7603
"7604"	"Fe_6922_11"	"Fe"	"6922"	11	7604
"7605"	"Fe_6923_1"	"Fe"	"6923"	1	7605
"7606"	"Fe_6923_2"	"Fe"	"6923"	2	7606
"7607"	"Fe_6923_3"	"Fe"	"6923"	3	7607
"7608"	"Fe_6923_4"	"Fe"	"6923"	4	7608
"7609"	"Fe_6923_5"	"Fe"	"6923"	5	7609
"7610"	"Fe_6923_6"	"Fe"	"6923"	6	7610
"7611"	"Fe_6923_7"	"Fe"	"6923"	7	7611
"7612"	"Fe_6923_8"	"Fe"	"6923"	8	7612
"7613"	"Fe_6924_1"	"Fe"	"6924"	1	7613
"7614"	"Fe_6924_2"	"Fe"	"6924"	2	7614
"7615"	"Fe_6924_3"	"Fe"	"6924"	3	7615
"7616"	"Fe_6924_4"	"Fe"	"6924"	4	7616
"7617"	"Fe_6924_5"	"Fe"	"6924"	5	7617
"7618"	"Fe_6924_6"	"Fe"	"6924"	6	7618
"7619"	"Fe_6924_7"	"Fe"	"6924"	7	7619
"7620"	"Fe_6924_8"	"Fe"	"6924"	8	7620
"7621"	"Fe_6926_1"	"Fe"	"6926"	1	7621
"7622"	"Fe_6926_2"	"Fe"	"6926"	2	7622
"7623"	"Fe_6926_3"	"Fe"	"6926"	3	7623
"7624"	"Fe_6926_4"	"Fe"	"6926"	4	7624
"7625"	"Fe_6926_5"	"Fe"	"6926"	5	7625
"7626"	"Fe_6926_6"	"Fe"	"6926"	6	7626
"7627"	"Fe_6926_7"	"Fe"	"6926"	7	7627
"7628"	"Fe_6926_8"	"Fe"	"6926"	8	7628
"7629"	"Fe_6926_9"	"Fe"	"6926"	9	7629
"7630"	"Fe_6928_1"	"Fe"	"6928"	1	7630
"7631"	"Fe_6928_2"	"Fe"	"6928"	2	7631
"7632"	"Fe_6928_3"	"Fe"	"6928"	3	7632
"7633"	"Fe_6928_4"	"Fe"	"6928"	4	7633
"7634"	"Fe_6928_5"	"Fe"	"6928"	5	7634
"7635"	"Fe_6928_6"	"Fe"	"6928"	6	7635
"7636"	"Fe_6928_7"	"Fe"	"6928"	7	7636
"7637"	"Fe_6928_8"	"Fe"	"6928"	8	7637
"7638"	"Fe_6928_9"	"Fe"	"6928"	9	7638
"7639"	"Fe_6928_10"	"Fe"	"6928"	10	7639
"7640"	"Fe_6929_1"	"Fe"	"6929"	1	7640
"7641"	"Fe_6929_2"	"Fe"	"6929"	2	7641
"7642"	"Fe_6929_3"	"Fe"	"6929"	3	7642
"7643"	"Fe_6929_4"	"Fe"	"6929"	4	7643
"7644"	"Fe_6929_5"	"Fe"	"6929"	5	7644
"7645"	"Fe_6929_6"	"Fe"	"6929"	6	7645
"7646"	"Fe_6929_7"	"Fe"	"6929"	7	7646
"7647"	"Fe_6929_8"	"Fe"	"6929"	8	7647
"7648"	"Fe_6929_9"	"Fe"	"6929"	9	7648
"7649"	"Fe_6930_1"	"Fe"	"6930"	1	7649
"7650"	"Fe_6930_2"	"Fe"	"6930"	2	7650
"7651"	"Fe_6930_3"	"Fe"	"6930"	3	7651
"7652"	"Fe_6930_4"	"Fe"	"6930"	4	7652
"7653"	"Fe_6930_5"	"Fe"	"6930"	5	7653
"7654"	"Fe_6930_6"	"Fe"	"6930"	6	7654
"7655"	"Fe_6930_7"	"Fe"	"6930"	7	7655
"7656"	"Fe_6930_8"	"Fe"	"6930"	8	7656
"7657"	"Fe_6931_1"	"Fe"	"6931"	1	7657
"7658"	"Fe_6931_2"	"Fe"	"6931"	2	7658
"7659"	"Fe_6931_3"	"Fe"	"6931"	3	7659
"7660"	"Fe_6931_4"	"Fe"	"6931"	4	7660
"7661"	"Fe_6931_5"	"Fe"	"6931"	5	7661
"7662"	"Fe_6931_6"	"Fe"	"6931"	6	7662
"7663"	"Fe_6931_7"	"Fe"	"6931"	7	7663
"7664"	"Fe_6931_8"	"Fe"	"6931"	8	7664
"7665"	"Fe_6931_9"	"Fe"	"6931"	9	7665
"7666"	"Fe_6932_1"	"Fe"	"6932"	1	7666
"7667"	"Fe_6932_2"	"Fe"	"6932"	2	7667
"7668"	"Fe_6932_3"	"Fe"	"6932"	3	7668
"7669"	"Fe_6932_4"	"Fe"	"6932"	4	7669
"7670"	"Fe_6932_5"	"Fe"	"6932"	5	7670
"7671"	"Fe_6932_6"	"Fe"	"6932"	6	7671
"7672"	"Fe_6932_7"	"Fe"	"6932"	7	7672
"7673"	"Fe_6932_8"	"Fe"	"6932"	8	7673
"7674"	"Fe_6932_9"	"Fe"	"6932"	9	7674
"7675"	"Fe_6936_1"	"Fe"	"6936"	1	7675
"7676"	"Fe_6936_2"	"Fe"	"6936"	2	7676
"7677"	"Fe_6936_3"	"Fe"	"6936"	3	7677
"7678"	"Fe_6936_4"	"Fe"	"6936"	4	7678
"7679"	"Fe_6936_5"	"Fe"	"6936"	5	7679
"7680"	"Fe_6936_6"	"Fe"	"6936"	6	7680
"7681"	"Fe_6936_7"	"Fe"	"6936"	7	7681
"7682"	"Fe_6936_8"	"Fe"	"6936"	8	7682
"7683"	"Fe_6936_9"	"Fe"	"6936"	9	7683
"7684"	"Fe_6936_10"	"Fe"	"6936"	10	7684
"7685"	"Fe_6936_11"	"Fe"	"6936"	11	7685
"7686"	"Fe_6937_1"	"Fe"	"6937"	1	7686
"7687"	"Fe_6937_2"	"Fe"	"6937"	2	7687
"7688"	"Fe_6937_3"	"Fe"	"6937"	3	7688
"7689"	"Fe_6937_4"	"Fe"	"6937"	4	7689
"7690"	"Fe_6937_5"	"Fe"	"6937"	5	7690
"7691"	"Fe_6937_6"	"Fe"	"6937"	6	7691
"7692"	"Fe_6937_7"	"Fe"	"6937"	7	7692
"7693"	"Fe_6937_8"	"Fe"	"6937"	8	7693
"7694"	"Fe_6937_9"	"Fe"	"6937"	9	7694
"7695"	"Fe_6937_10"	"Fe"	"6937"	10	7695
"7696"	"Fe_6938_1"	"Fe"	"6938"	1	7696
"7697"	"Fe_6938_2"	"Fe"	"6938"	2	7697
"7698"	"Fe_6938_3"	"Fe"	"6938"	3	7698
"7699"	"Fe_6938_4"	"Fe"	"6938"	4	7699
"7700"	"Fe_6938_5"	"Fe"	"6938"	5	7700
"7701"	"Fe_6938_6"	"Fe"	"6938"	6	7701
"7702"	"Fe_6938_7"	"Fe"	"6938"	7	7702
"7703"	"Fe_6938_8"	"Fe"	"6938"	8	7703
"7704"	"Fe_6938_9"	"Fe"	"6938"	9	7704
"7705"	"Fe_6939_1"	"Fe"	"6939"	1	7705
"7706"	"Fe_6939_2"	"Fe"	"6939"	2	7706
"7707"	"Fe_6939_3"	"Fe"	"6939"	3	7707
"7708"	"Fe_6939_4"	"Fe"	"6939"	4	7708
"7709"	"Fe_6939_5"	"Fe"	"6939"	5	7709
"7710"	"Fe_6939_6"	"Fe"	"6939"	6	7710
"7711"	"Fe_6939_7"	"Fe"	"6939"	7	7711
"7712"	"Fe_6939_8"	"Fe"	"6939"	8	7712
"7713"	"Fe_6939_9"	"Fe"	"6939"	9	7713
"7714"	"Fe_6939_10"	"Fe"	"6939"	10	7714
"7715"	"Fe_6940_1"	"Fe"	"6940"	1	7715
"7716"	"Fe_6940_2"	"Fe"	"6940"	2	7716
"7717"	"Fe_6940_3"	"Fe"	"6940"	3	7717
"7718"	"Fe_6940_4"	"Fe"	"6940"	4	7718
"7719"	"Fe_6940_5"	"Fe"	"6940"	5	7719
"7720"	"Fe_6940_6"	"Fe"	"6940"	6	7720
"7721"	"Fe_6940_7"	"Fe"	"6940"	7	7721
"7722"	"Fe_6940_8"	"Fe"	"6940"	8	7722
"7723"	"Fe_6940_9"	"Fe"	"6940"	9	7723
"7724"	"Fe_6942_1"	"Fe"	"6942"	1	7724
"7725"	"Fe_6942_2"	"Fe"	"6942"	2	7725
"7726"	"Fe_6942_3"	"Fe"	"6942"	3	7726
"7727"	"Fe_6942_4"	"Fe"	"6942"	4	7727
"7728"	"Fe_6942_5"	"Fe"	"6942"	5	7728
"7729"	"Fe_6942_6"	"Fe"	"6942"	6	7729
"7730"	"Fe_6942_7"	"Fe"	"6942"	7	7730
"7731"	"Fe_6942_8"	"Fe"	"6942"	8	7731
"7732"	"Fe_6942_9"	"Fe"	"6942"	9	7732
"7733"	"Fe_6942_10"	"Fe"	"6942"	10	7733
"7734"	"Fe_6942_11"	"Fe"	"6942"	11	7734
"7735"	"Fe_6943_1"	"Fe"	"6943"	1	7735
"7736"	"Fe_6943_2"	"Fe"	"6943"	2	7736
"7737"	"Fe_6943_3"	"Fe"	"6943"	3	7737
"7738"	"Fe_6943_4"	"Fe"	"6943"	4	7738
"7739"	"Fe_6943_5"	"Fe"	"6943"	5	7739
"7740"	"Fe_6943_6"	"Fe"	"6943"	6	7740
"7741"	"Fe_6943_7"	"Fe"	"6943"	7	7741
"7742"	"Fe_6944_1"	"Fe"	"6944"	1	7742
"7743"	"Fe_6944_2"	"Fe"	"6944"	2	7743
"7744"	"Fe_6944_3"	"Fe"	"6944"	3	7744
"7745"	"Fe_6944_4"	"Fe"	"6944"	4	7745
"7746"	"Fe_6944_5"	"Fe"	"6944"	5	7746
"7747"	"Fe_6944_6"	"Fe"	"6944"	6	7747
"7748"	"Fe_6944_7"	"Fe"	"6944"	7	7748
"7749"	"Fe_6944_8"	"Fe"	"6944"	8	7749
"7750"	"Fe_6944_9"	"Fe"	"6944"	9	7750
"7751"	"Fe_6944_10"	"Fe"	"6944"	10	7751
"7752"	"Fe_6945_1"	"Fe"	"6945"	1	7752
"7753"	"Fe_6945_2"	"Fe"	"6945"	2	7753
"7754"	"Fe_6945_3"	"Fe"	"6945"	3	7754
"7755"	"Fe_6945_4"	"Fe"	"6945"	4	7755
"7756"	"Fe_6945_5"	"Fe"	"6945"	5	7756
"7757"	"Fe_6945_6"	"Fe"	"6945"	6	7757
"7758"	"Fe_6945_7"	"Fe"	"6945"	7	7758
"7759"	"Fe_6945_8"	"Fe"	"6945"	8	7759
"7760"	"Fe_6945_9"	"Fe"	"6945"	9	7760
"7761"	"Fe_6945_10"	"Fe"	"6945"	10	7761
"7762"	"Fe_6946_1"	"Fe"	"6946"	1	7762
"7763"	"Fe_6946_2"	"Fe"	"6946"	2	7763
"7764"	"Fe_6946_3"	"Fe"	"6946"	3	7764
"7765"	"Fe_6946_4"	"Fe"	"6946"	4	7765
"7766"	"Fe_6946_5"	"Fe"	"6946"	5	7766
"7767"	"Fe_6946_6"	"Fe"	"6946"	6	7767
"7768"	"Fe_6946_7"	"Fe"	"6946"	7	7768
"7769"	"Fe_6946_8"	"Fe"	"6946"	8	7769
"7770"	"Fe_6946_9"	"Fe"	"6946"	9	7770
"7771"	"Fe_6946_10"	"Fe"	"6946"	10	7771
"7772"	"Fe_6951_1"	"Fe"	"6951"	1	7772
"7773"	"Fe_6951_2"	"Fe"	"6951"	2	7773
"7774"	"Fe_6951_3"	"Fe"	"6951"	3	7774
"7775"	"Fe_6951_4"	"Fe"	"6951"	4	7775
"7776"	"Fe_6951_5"	"Fe"	"6951"	5	7776
"7777"	"Fe_6951_6"	"Fe"	"6951"	6	7777
"7778"	"Fe_6951_7"	"Fe"	"6951"	7	7778
"7779"	"Fe_6956_1"	"Fe"	"6956"	1	7779
"7780"	"Fe_6956_2"	"Fe"	"6956"	2	7780
"7781"	"Fe_6956_3"	"Fe"	"6956"	3	7781
"7782"	"Fe_6956_4"	"Fe"	"6956"	4	7782
"7783"	"Fe_6956_5"	"Fe"	"6956"	5	7783
"7784"	"Fe_6956_6"	"Fe"	"6956"	6	7784
"7785"	"Fe_6956_7"	"Fe"	"6956"	7	7785
"7786"	"Fe_6956_8"	"Fe"	"6956"	8	7786
"7787"	"Fe_6958_1"	"Fe"	"6958"	1	7787
"7788"	"Fe_6958_2"	"Fe"	"6958"	2	7788
"7789"	"Fe_6958_3"	"Fe"	"6958"	3	7789
"7790"	"Fe_6958_4"	"Fe"	"6958"	4	7790
"7791"	"Fe_6958_5"	"Fe"	"6958"	5	7791
"7792"	"Fe_6958_6"	"Fe"	"6958"	6	7792
"7793"	"Fe_6958_7"	"Fe"	"6958"	7	7793
"7794"	"Fe_6958_8"	"Fe"	"6958"	8	7794
"7795"	"Fe_6959_1"	"Fe"	"6959"	1	7795
"7796"	"Fe_6959_2"	"Fe"	"6959"	2	7796
"7797"	"Fe_6959_3"	"Fe"	"6959"	3	7797
"7798"	"Fe_6959_4"	"Fe"	"6959"	4	7798
"7799"	"Fe_6959_5"	"Fe"	"6959"	5	7799
"7800"	"Fe_6959_6"	"Fe"	"6959"	6	7800
"7801"	"Fe_6959_7"	"Fe"	"6959"	7	7801
"7802"	"Fe_6959_8"	"Fe"	"6959"	8	7802
"7803"	"Fe_6959_9"	"Fe"	"6959"	9	7803
"7804"	"Fe_6959_10"	"Fe"	"6959"	10	7804
"7805"	"Fe_6960_1"	"Fe"	"6960"	1	7805
"7806"	"Fe_6960_2"	"Fe"	"6960"	2	7806
"7807"	"Fe_6961_1"	"Fe"	"6961"	1	7807
"7808"	"Fe_6961_2"	"Fe"	"6961"	2	7808
"7809"	"Fe_6961_3"	"Fe"	"6961"	3	7809
"7810"	"Fe_6961_4"	"Fe"	"6961"	4	7810
"7811"	"Fe_6961_5"	"Fe"	"6961"	5	7811
"7812"	"Fe_6961_6"	"Fe"	"6961"	6	7812
"7813"	"Fe_6962_1"	"Fe"	"6962"	1	7813
"7814"	"Fe_6962_2"	"Fe"	"6962"	2	7814
"7815"	"Fe_6962_3"	"Fe"	"6962"	3	7815
"7816"	"Fe_6962_4"	"Fe"	"6962"	4	7816
"7817"	"Fe_6962_5"	"Fe"	"6962"	5	7817
"7818"	"Fe_6962_6"	"Fe"	"6962"	6	7818
"7819"	"Fe_6962_7"	"Fe"	"6962"	7	7819
"7820"	"Fe_6962_8"	"Fe"	"6962"	8	7820
"7821"	"Fe_6963_1"	"Fe"	"6963"	1	7821
"7822"	"Fe_6963_2"	"Fe"	"6963"	2	7822
"7823"	"Fe_6963_3"	"Fe"	"6963"	3	7823
"7824"	"Fe_6963_4"	"Fe"	"6963"	4	7824
"7825"	"Fe_6963_5"	"Fe"	"6963"	5	7825
"7826"	"Fe_6963_6"	"Fe"	"6963"	6	7826
"7827"	"Fe_6963_7"	"Fe"	"6963"	7	7827
"7828"	"Fe_6966_1"	"Fe"	"6966"	1	7828
"7829"	"Fe_6966_2"	"Fe"	"6966"	2	7829
"7830"	"Fe_6966_3"	"Fe"	"6966"	3	7830
"7831"	"Fe_6966_4"	"Fe"	"6966"	4	7831
"7832"	"Fe_6966_5"	"Fe"	"6966"	5	7832
"7833"	"Fe_6966_6"	"Fe"	"6966"	6	7833
"7834"	"Fe_6966_7"	"Fe"	"6966"	7	7834
"7835"	"Fe_6966_8"	"Fe"	"6966"	8	7835
"7836"	"Fe_6966_9"	"Fe"	"6966"	9	7836
"7837"	"Fe_6967_1"	"Fe"	"6967"	1	7837
"7838"	"Fe_6967_2"	"Fe"	"6967"	2	7838
"7839"	"Fe_6967_3"	"Fe"	"6967"	3	7839
"7840"	"Fe_6967_4"	"Fe"	"6967"	4	7840
"7841"	"Fe_6967_5"	"Fe"	"6967"	5	7841
"7842"	"Fe_6967_6"	"Fe"	"6967"	6	7842
"7843"	"Fe_6967_7"	"Fe"	"6967"	7	7843
"7844"	"Fe_6967_8"	"Fe"	"6967"	8	7844
"7845"	"Fe_6968_1"	"Fe"	"6968"	1	7845
"7846"	"Fe_6968_2"	"Fe"	"6968"	2	7846
"7847"	"Fe_6968_3"	"Fe"	"6968"	3	7847
"7848"	"Fe_6968_4"	"Fe"	"6968"	4	7848
"7849"	"Fe_6968_5"	"Fe"	"6968"	5	7849
"7850"	"Fe_6968_6"	"Fe"	"6968"	6	7850
"7851"	"Fe_6968_7"	"Fe"	"6968"	7	7851
"7852"	"Fe_6968_8"	"Fe"	"6968"	8	7852
"7853"	"Fe_6968_9"	"Fe"	"6968"	9	7853
"7854"	"Fe_6968_10"	"Fe"	"6968"	10	7854
"7855"	"Fe_6968_11"	"Fe"	"6968"	11	7855
"7856"	"Fe_6968_12"	"Fe"	"6968"	12	7856
"7857"	"Fe_6969_1"	"Fe"	"6969"	1	7857
"7858"	"Fe_6969_2"	"Fe"	"6969"	2	7858
"7859"	"Fe_6969_3"	"Fe"	"6969"	3	7859
"7860"	"Fe_6969_4"	"Fe"	"6969"	4	7860
"7861"	"Fe_6969_5"	"Fe"	"6969"	5	7861
"7862"	"Fe_6969_6"	"Fe"	"6969"	6	7862
"7863"	"Fe_6969_7"	"Fe"	"6969"	7	7863
"7864"	"Fe_6969_8"	"Fe"	"6969"	8	7864
"7865"	"Fe_6969_9"	"Fe"	"6969"	9	7865
"7866"	"Fe_6969_10"	"Fe"	"6969"	10	7866
"7867"	"Fe_6969_11"	"Fe"	"6969"	11	7867
"7868"	"Fe_6970_1"	"Fe"	"6970"	1	7868
"7869"	"Fe_6970_2"	"Fe"	"6970"	2	7869
"7870"	"Fe_6970_3"	"Fe"	"6970"	3	7870
"7871"	"Fe_6970_4"	"Fe"	"6970"	4	7871
"7872"	"Fe_6970_5"	"Fe"	"6970"	5	7872
"7873"	"Fe_6970_6"	"Fe"	"6970"	6	7873
"7874"	"Fe_6970_7"	"Fe"	"6970"	7	7874
"7875"	"Fe_6970_8"	"Fe"	"6970"	8	7875
"7876"	"Fe_6970_9"	"Fe"	"6970"	9	7876
"7877"	"Fe_6970_10"	"Fe"	"6970"	10	7877
"7878"	"Fe_6971_1"	"Fe"	"6971"	1	7878
"7879"	"Fe_6971_2"	"Fe"	"6971"	2	7879
"7880"	"Fe_6971_3"	"Fe"	"6971"	3	7880
"7881"	"Fe_6971_4"	"Fe"	"6971"	4	7881
"7882"	"Fe_6971_5"	"Fe"	"6971"	5	7882
"7883"	"Fe_6971_6"	"Fe"	"6971"	6	7883
"7884"	"Fe_6971_7"	"Fe"	"6971"	7	7884
"7885"	"Fe_6972_1"	"Fe"	"6972"	1	7885
"7886"	"Fe_6972_2"	"Fe"	"6972"	2	7886
"7887"	"Fe_6972_3"	"Fe"	"6972"	3	7887
"7888"	"Fe_6972_4"	"Fe"	"6972"	4	7888
"7889"	"Fe_6972_5"	"Fe"	"6972"	5	7889
"7890"	"Fe_6972_6"	"Fe"	"6972"	6	7890
"7891"	"Fe_6972_7"	"Fe"	"6972"	7	7891
"7892"	"Fe_6972_8"	"Fe"	"6972"	8	7892
"7893"	"Fe_6972_9"	"Fe"	"6972"	9	7893
"7894"	"Fe_6973_1"	"Fe"	"6973"	1	7894
"7895"	"Fe_6973_2"	"Fe"	"6973"	2	7895
"7896"	"Fe_6973_3"	"Fe"	"6973"	3	7896
"7897"	"Fe_6973_4"	"Fe"	"6973"	4	7897
"7898"	"Fe_6973_5"	"Fe"	"6973"	5	7898
"7899"	"Fe_6973_6"	"Fe"	"6973"	6	7899
"7900"	"Fe_6975_1"	"Fe"	"6975"	1	7900
"7901"	"Fe_6975_2"	"Fe"	"6975"	2	7901
"7902"	"Fe_6975_3"	"Fe"	"6975"	3	7902
"7903"	"Fe_6975_4"	"Fe"	"6975"	4	7903
"7904"	"Fe_6975_5"	"Fe"	"6975"	5	7904
"7905"	"Fe_6975_6"	"Fe"	"6975"	6	7905
"7906"	"Fe_6975_7"	"Fe"	"6975"	7	7906
"7907"	"Fe_6975_8"	"Fe"	"6975"	8	7907
"7908"	"Fe_6975_9"	"Fe"	"6975"	9	7908
"7909"	"Fe_6976_1"	"Fe"	"6976"	1	7909
"7910"	"Fe_6976_2"	"Fe"	"6976"	2	7910
"7911"	"Fe_6976_3"	"Fe"	"6976"	3	7911
"7912"	"Fe_6976_4"	"Fe"	"6976"	4	7912
"7913"	"Fe_6976_5"	"Fe"	"6976"	5	7913
"7914"	"Fe_6976_6"	"Fe"	"6976"	6	7914
"7915"	"Fe_6976_7"	"Fe"	"6976"	7	7915
"7916"	"Fe_6976_8"	"Fe"	"6976"	8	7916
"7917"	"Fe_6976_9"	"Fe"	"6976"	9	7917
"7918"	"Fe_6976_10"	"Fe"	"6976"	10	7918
"7919"	"Fe_6976_11"	"Fe"	"6976"	11	7919
"7920"	"Fe_6977_1"	"Fe"	"6977"	1	7920
"7921"	"Fe_6977_2"	"Fe"	"6977"	2	7921
"7922"	"Fe_6977_3"	"Fe"	"6977"	3	7922
"7923"	"Fe_6977_4"	"Fe"	"6977"	4	7923
"7924"	"Fe_6977_5"	"Fe"	"6977"	5	7924
"7925"	"Fe_6977_6"	"Fe"	"6977"	6	7925
"7926"	"Fe_6977_7"	"Fe"	"6977"	7	7926
"7927"	"Fe_6977_8"	"Fe"	"6977"	8	7927
"7928"	"Fe_6977_9"	"Fe"	"6977"	9	7928
"7929"	"Fe_6977_10"	"Fe"	"6977"	10	7929
"7930"	"Fe_6978_1"	"Fe"	"6978"	1	7930
"7931"	"Fe_6978_2"	"Fe"	"6978"	2	7931
"7932"	"Fe_6978_3"	"Fe"	"6978"	3	7932
"7933"	"Fe_6978_4"	"Fe"	"6978"	4	7933
"7934"	"Fe_6978_5"	"Fe"	"6978"	5	7934
"7935"	"Fe_6978_6"	"Fe"	"6978"	6	7935
"7936"	"Fe_6978_7"	"Fe"	"6978"	7	7936
"7937"	"Fe_6978_8"	"Fe"	"6978"	8	7937
"7938"	"Fe_6978_9"	"Fe"	"6978"	9	7938
"7939"	"Fe_6978_10"	"Fe"	"6978"	10	7939
"7940"	"Fe_6979_1"	"Fe"	"6979"	1	7940
"7941"	"Fe_6979_2"	"Fe"	"6979"	2	7941
"7942"	"Fe_6979_3"	"Fe"	"6979"	3	7942
"7943"	"Fe_6979_4"	"Fe"	"6979"	4	7943
"7944"	"Fe_6979_5"	"Fe"	"6979"	5	7944
"7945"	"Fe_6979_6"	"Fe"	"6979"	6	7945
"7946"	"Fe_6979_7"	"Fe"	"6979"	7	7946
"7947"	"Fe_6979_8"	"Fe"	"6979"	8	7947
"7948"	"Fe_6979_9"	"Fe"	"6979"	9	7948
"7949"	"Fe_6979_10"	"Fe"	"6979"	10	7949
"7950"	"Fe_6980_1"	"Fe"	"6980"	1	7950
"7951"	"Fe_6980_2"	"Fe"	"6980"	2	7951
"7952"	"Fe_6980_3"	"Fe"	"6980"	3	7952
"7953"	"Fe_6980_4"	"Fe"	"6980"	4	7953
"7954"	"Fe_6980_5"	"Fe"	"6980"	5	7954
"7955"	"Fe_6980_6"	"Fe"	"6980"	6	7955
"7956"	"Fe_6980_7"	"Fe"	"6980"	7	7956
"7957"	"Fe_6980_8"	"Fe"	"6980"	8	7957
"7958"	"Fe_6980_9"	"Fe"	"6980"	9	7958
"7959"	"Fe_6980_10"	"Fe"	"6980"	10	7959
"7960"	"Fe_6980_11"	"Fe"	"6980"	11	7960
"7961"	"Fe_6981_1"	"Fe"	"6981"	1	7961
"7962"	"Fe_6981_2"	"Fe"	"6981"	2	7962
"7963"	"Fe_6981_3"	"Fe"	"6981"	3	7963
"7964"	"Fe_6981_4"	"Fe"	"6981"	4	7964
"7965"	"Fe_6981_5"	"Fe"	"6981"	5	7965
"7966"	"Fe_6981_6"	"Fe"	"6981"	6	7966
"7967"	"Fe_6981_7"	"Fe"	"6981"	7	7967
"7968"	"Fe_6981_8"	"Fe"	"6981"	8	7968
"7969"	"Fe_6982_1"	"Fe"	"6982"	1	7969
"7970"	"Fe_6982_2"	"Fe"	"6982"	2	7970
"7971"	"Fe_6982_3"	"Fe"	"6982"	3	7971
"7972"	"Fe_6982_4"	"Fe"	"6982"	4	7972
"7973"	"Fe_6982_5"	"Fe"	"6982"	5	7973
