"plant_id"	"Treatment"	"ACC_ID"	"Rep"	"plant_num"
"2851"	"USMS_6915_11"	"USMS"	"6915"	11	2851
"2852"	"USMS_6915_12"	"USMS"	"6915"	12	2852
"2853"	"USMS_6915_13"	"USMS"	"6915"	13	2853
"2854"	"USMS_6915_14"	"USMS"	"6915"	14	2854
"2855"	"USMS_6915_15"	"USMS"	"6915"	15	2855
"2856"	"USMS_6915_16"	"USMS"	"6915"	16	2856
"2857"	"USMS_6915_17"	"USMS"	"6915"	17	2857
"2858"	"USMS_6915_18"	"USMS"	"6915"	18	2858
"2859"	"USMS_6915_19"	"USMS"	"6915"	19	2859
"2860"	"USMS_6915_20"	"USMS"	"6915"	20	2860
"2861"	"USMS_6915_21"	"USMS"	"6915"	21	2861
"2862"	"USMS_6916_1"	"USMS"	"6916"	1	2862
"2863"	"USMS_6916_2"	"USMS"	"6916"	2	2863
"2864"	"USMS_6916_3"	"USMS"	"6916"	3	2864
"2865"	"USMS_6916_4"	"USMS"	"6916"	4	2865
"2866"	"USMS_6916_5"	"USMS"	"6916"	5	2866
"2867"	"USMS_6916_6"	"USMS"	"6916"	6	2867
"2868"	"USMS_6916_7"	"USMS"	"6916"	7	2868
"2869"	"USMS_6916_8"	"USMS"	"6916"	8	2869
"2870"	"USMS_6916_9"	"USMS"	"6916"	9	2870
"2871"	"USMS_6916_10"	"USMS"	"6916"	10	2871
"2872"	"USMS_6916_11"	"USMS"	"6916"	11	2872
"2873"	"USMS_6916_12"	"USMS"	"6916"	12	2873
"2874"	"USMS_6916_13"	"USMS"	"6916"	13	2874
"2875"	"USMS_6916_14"	"USMS"	"6916"	14	2875
"2876"	"USMS_6916_15"	"USMS"	"6916"	15	2876
"2877"	"USMS_6916_16"	"USMS"	"6916"	16	2877
"2878"	"USMS_6916_17"	"USMS"	"6916"	17	2878
"2879"	"USMS_6916_18"	"USMS"	"6916"	18	2879
"2880"	"USMS_6916_19"	"USMS"	"6916"	19	2880
"2881"	"USMS_6916_20"	"USMS"	"6916"	20	2881
"2882"	"USMS_6916_21"	"USMS"	"6916"	21	2882
"2883"	"USMS_6918_1"	"USMS"	"6918"	1	2883
"2884"	"USMS_6918_2"	"USMS"	"6918"	2	2884
"2885"	"USMS_6918_3"	"USMS"	"6918"	3	2885
"2886"	"USMS_6918_4"	"USMS"	"6918"	4	2886
"2887"	"USMS_6918_5"	"USMS"	"6918"	5	2887
"2888"	"USMS_6918_6"	"USMS"	"6918"	6	2888
"2889"	"USMS_6918_7"	"USMS"	"6918"	7	2889
"2890"	"USMS_6918_8"	"USMS"	"6918"	8	2890
"2891"	"USMS_6918_9"	"USMS"	"6918"	9	2891
"2892"	"USMS_6918_10"	"USMS"	"6918"	10	2892
"2893"	"USMS_6918_11"	"USMS"	"6918"	11	2893
"2894"	"USMS_6918_12"	"USMS"	"6918"	12	2894
"2895"	"USMS_6918_13"	"USMS"	"6918"	13	2895
"2896"	"USMS_6918_14"	"USMS"	"6918"	14	2896
"2897"	"USMS_6918_15"	"USMS"	"6918"	15	2897
"2898"	"USMS_6918_16"	"USMS"	"6918"	16	2898
"2899"	"USMS_6918_17"	"USMS"	"6918"	17	2899
"2900"	"USMS_6918_18"	"USMS"	"6918"	18	2900
"2901"	"USMS_6918_19"	"USMS"	"6918"	19	2901
"2902"	"USMS_6918_20"	"USMS"	"6918"	20	2902
"2903"	"USMS_6918_21"	"USMS"	"6918"	21	2903
"2904"	"USMS_6919_1"	"USMS"	"6919"	1	2904
"2905"	"USMS_6919_2"	"USMS"	"6919"	2	2905
"2906"	"USMS_6919_3"	"USMS"	"6919"	3	2906
"2907"	"USMS_6919_4"	"USMS"	"6919"	4	2907
"2908"	"USMS_6919_5"	"USMS"	"6919"	5	2908
"2909"	"USMS_6919_6"	"USMS"	"6919"	6	2909
"2910"	"USMS_6919_7"	"USMS"	"6919"	7	2910
"2911"	"USMS_6919_8"	"USMS"	"6919"	8	2911
"2912"	"USMS_6919_9"	"USMS"	"6919"	9	2912
"2913"	"USMS_6919_10"	"USMS"	"6919"	10	2913
"2914"	"USMS_6919_11"	"USMS"	"6919"	11	2914
"2915"	"USMS_6919_12"	"USMS"	"6919"	12	2915
"2916"	"USMS_6919_13"	"USMS"	"6919"	13	2916
"2917"	"USMS_6919_14"	"USMS"	"6919"	14	2917
"2918"	"USMS_6919_15"	"USMS"	"6919"	15	2918
"2919"	"USMS_6919_16"	"USMS"	"6919"	16	2919
"2920"	"USMS_6919_17"	"USMS"	"6919"	17	2920
"2921"	"USMS_6919_18"	"USMS"	"6919"	18	2921
"2922"	"USMS_6919_19"	"USMS"	"6919"	19	2922
"2923"	"USMS_6919_20"	"USMS"	"6919"	20	2923
"2924"	"USMS_6919_21"	"USMS"	"6919"	21	2924
"2925"	"USMS_6919_22"	"USMS"	"6919"	22	2925
"2926"	"USMS_6920_1"	"USMS"	"6920"	1	2926
"2927"	"USMS_6920_2"	"USMS"	"6920"	2	2927
"2928"	"USMS_6920_3"	"USMS"	"6920"	3	2928
"2929"	"USMS_6920_4"	"USMS"	"6920"	4	2929
"2930"	"USMS_6920_5"	"USMS"	"6920"	5	2930
"2931"	"USMS_6920_6"	"USMS"	"6920"	6	2931
"2932"	"USMS_6920_7"	"USMS"	"6920"	7	2932
"2933"	"USMS_6920_8"	"USMS"	"6920"	8	2933
"2934"	"USMS_6920_9"	"USMS"	"6920"	9	2934
"2935"	"USMS_6920_10"	"USMS"	"6920"	10	2935
"2936"	"USMS_6920_11"	"USMS"	"6920"	11	2936
"2937"	"USMS_6920_12"	"USMS"	"6920"	12	2937
"2938"	"USMS_6920_13"	"USMS"	"6920"	13	2938
"2939"	"USMS_6920_14"	"USMS"	"6920"	14	2939
"2940"	"USMS_6920_15"	"USMS"	"6920"	15	2940
"2941"	"USMS_6921_1"	"USMS"	"6921"	1	2941
"2942"	"USMS_6921_2"	"USMS"	"6921"	2	2942
"2943"	"USMS_6921_3"	"USMS"	"6921"	3	2943
"2944"	"USMS_6921_4"	"USMS"	"6921"	4	2944
"2945"	"USMS_6921_5"	"USMS"	"6921"	5	2945
"2946"	"USMS_6921_6"	"USMS"	"6921"	6	2946
"2947"	"USMS_6921_7"	"USMS"	"6921"	7	2947
"2948"	"USMS_6921_8"	"USMS"	"6921"	8	2948
"2949"	"USMS_6921_9"	"USMS"	"6921"	9	2949
"2950"	"USMS_6921_10"	"USMS"	"6921"	10	2950
"2951"	"USMS_6921_11"	"USMS"	"6921"	11	2951
"2952"	"USMS_6921_12"	"USMS"	"6921"	12	2952
"2953"	"USMS_6921_13"	"USMS"	"6921"	13	2953
"2954"	"USMS_6921_14"	"USMS"	"6921"	14	2954
"2955"	"USMS_6921_15"	"USMS"	"6921"	15	2955
"2956"	"USMS_6921_16"	"USMS"	"6921"	16	2956
"2957"	"USMS_6922_1"	"USMS"	"6922"	1	2957
"2958"	"USMS_6922_2"	"USMS"	"6922"	2	2958
"2959"	"USMS_6922_3"	"USMS"	"6922"	3	2959
"2960"	"USMS_6922_4"	"USMS"	"6922"	4	2960
"2961"	"USMS_6922_5"	"USMS"	"6922"	5	2961
"2962"	"USMS_6922_6"	"USMS"	"6922"	6	2962
"2963"	"USMS_6922_7"	"USMS"	"6922"	7	2963
"2964"	"USMS_6922_8"	"USMS"	"6922"	8	2964
"2965"	"USMS_6922_9"	"USMS"	"6922"	9	2965
"2966"	"USMS_6922_10"	"USMS"	"6922"	10	2966
"2967"	"USMS_6922_11"	"USMS"	"6922"	11	2967
"2968"	"USMS_6922_12"	"USMS"	"6922"	12	2968
"2969"	"USMS_6922_13"	"USMS"	"6922"	13	2969
"2970"	"USMS_6922_14"	"USMS"	"6922"	14	2970
"2971"	"USMS_6922_15"	"USMS"	"6922"	15	2971
"2972"	"USMS_6922_16"	"USMS"	"6922"	16	2972
"2973"	"USMS_6922_17"	"USMS"	"6922"	17	2973
"2974"	"USMS_6922_18"	"USMS"	"6922"	18	2974
"2975"	"USMS_6922_19"	"USMS"	"6922"	19	2975
"2976"	"USMS_6922_20"	"USMS"	"6922"	20	2976
"2977"	"USMS_6923_1"	"USMS"	"6923"	1	2977
"2978"	"USMS_6923_2"	"USMS"	"6923"	2	2978
"2979"	"USMS_6923_3"	"USMS"	"6923"	3	2979
"2980"	"USMS_6923_4"	"USMS"	"6923"	4	2980
"2981"	"USMS_6923_5"	"USMS"	"6923"	5	2981
"2982"	"USMS_6923_6"	"USMS"	"6923"	6	2982
"2983"	"USMS_6923_7"	"USMS"	"6923"	7	2983
"2984"	"USMS_6923_8"	"USMS"	"6923"	8	2984
"2985"	"USMS_6923_9"	"USMS"	"6923"	9	2985
"2986"	"USMS_6923_10"	"USMS"	"6923"	10	2986
"2987"	"USMS_6923_11"	"USMS"	"6923"	11	2987
"2988"	"USMS_6923_12"	"USMS"	"6923"	12	2988
"2989"	"USMS_6923_13"	"USMS"	"6923"	13	2989
"2990"	"USMS_6923_14"	"USMS"	"6923"	14	2990
"2991"	"USMS_6923_15"	"USMS"	"6923"	15	2991
"2992"	"USMS_6923_16"	"USMS"	"6923"	16	2992
"2993"	"USMS_6923_17"	"USMS"	"6923"	17	2993
"2994"	"USMS_6923_18"	"USMS"	"6923"	18	2994
"2995"	"USMS_6923_19"	"USMS"	"6923"	19	2995
"2996"	"USMS_6923_20"	"USMS"	"6923"	20	2996
"2997"	"USMS_6923_21"	"USMS"	"6923"	21	2997
"2998"	"USMS_6923_22"	"USMS"	"6923"	22	2998
"2999"	"USMS_6923_23"	"USMS"	"6923"	23	2999
"3000"	"USMS_6923_24"	"USMS"	"6923"	24	3000
"3001"	"USMS_6924_1"	"USMS"	"6924"	1	3001
"3002"	"USMS_6924_2"	"USMS"	"6924"	2	3002
"3003"	"USMS_6924_3"	"USMS"	"6924"	3	3003
"3004"	"USMS_6924_4"	"USMS"	"6924"	4	3004
"3005"	"USMS_6924_5"	"USMS"	"6924"	5	3005
"3006"	"USMS_6924_6"	"USMS"	"6924"	6	3006
"3007"	"USMS_6924_7"	"USMS"	"6924"	7	3007
"3008"	"USMS_6924_8"	"USMS"	"6924"	8	3008
"3009"	"USMS_6924_9"	"USMS"	"6924"	9	3009
"3010"	"USMS_6924_10"	"USMS"	"6924"	10	3010
"3011"	"USMS_6924_11"	"USMS"	"6924"	11	3011
"3012"	"USMS_6924_12"	"USMS"	"6924"	12	3012
"3013"	"USMS_6924_13"	"USMS"	"6924"	13	3013
"3014"	"USMS_6924_14"	"USMS"	"6924"	14	3014
"3015"	"USMS_6924_15"	"USMS"	"6924"	15	3015
"3016"	"USMS_6924_16"	"USMS"	"6924"	16	3016
"3017"	"USMS_6924_17"	"USMS"	"6924"	17	3017
"3018"	"USMS_6924_18"	"USMS"	"6924"	18	3018
"3019"	"USMS_6924_19"	"USMS"	"6924"	19	3019
"3020"	"USMS_6924_20"	"USMS"	"6924"	20	3020
"3021"	"USMS_6924_21"	"USMS"	"6924"	21	3021
"3022"	"USMS_6924_22"	"USMS"	"6924"	22	3022
"3023"	"USMS_6924_23"	"USMS"	"6924"	23	3023
"3024"	"USMS_6924_24"	"USMS"	"6924"	24	3024
"3025"	"USMS_6926_1"	"USMS"	"6926"	1	3025
"3026"	"USMS_6926_2"	"USMS"	"6926"	2	3026
"3027"	"USMS_6926_3"	"USMS"	"6926"	3	3027
"3028"	"USMS_6926_4"	"USMS"	"6926"	4	3028
"3029"	"USMS_6926_5"	"USMS"	"6926"	5	3029
"3030"	"USMS_6926_6"	"USMS"	"6926"	6	3030
"3031"	"USMS_6926_7"	"USMS"	"6926"	7	3031
"3032"	"USMS_6926_8"	"USMS"	"6926"	8	3032
"3033"	"USMS_6926_9"	"USMS"	"6926"	9	3033
"3034"	"USMS_6926_10"	"USMS"	"6926"	10	3034
"3035"	"USMS_6926_11"	"USMS"	"6926"	11	3035
"3036"	"USMS_6926_12"	"USMS"	"6926"	12	3036
"3037"	"USMS_6926_13"	"USMS"	"6926"	13	3037
"3038"	"USMS_6926_14"	"USMS"	"6926"	14	3038
"3039"	"USMS_6926_15"	"USMS"	"6926"	15	3039
"3040"	"USMS_6926_16"	"USMS"	"6926"	16	3040
"3041"	"USMS_6926_17"	"USMS"	"6926"	17	3041
"3042"	"USMS_6927_1"	"USMS"	"6927"	1	3042
"3043"	"USMS_6927_2"	"USMS"	"6927"	2	3043
"3044"	"USMS_6927_3"	"USMS"	"6927"	3	3044
"3045"	"USMS_6927_4"	"USMS"	"6927"	4	3045
"3046"	"USMS_6927_5"	"USMS"	"6927"	5	3046
"3047"	"USMS_6927_6"	"USMS"	"6927"	6	3047
"3048"	"USMS_6927_7"	"USMS"	"6927"	7	3048
"3049"	"USMS_6927_8"	"USMS"	"6927"	8	3049
"3050"	"USMS_6927_9"	"USMS"	"6927"	9	3050
"3051"	"USMS_6927_10"	"USMS"	"6927"	10	3051
"3052"	"USMS_6927_11"	"USMS"	"6927"	11	3052
"3053"	"USMS_6927_12"	"USMS"	"6927"	12	3053
"3054"	"USMS_6927_13"	"USMS"	"6927"	13	3054
"3055"	"USMS_6927_14"	"USMS"	"6927"	14	3055
"3056"	"USMS_6927_15"	"USMS"	"6927"	15	3056
"3057"	"USMS_6927_16"	"USMS"	"6927"	16	3057
"3058"	"USMS_6927_17"	"USMS"	"6927"	17	3058
"3059"	"USMS_6927_18"	"USMS"	"6927"	18	3059
"3060"	"USMS_6927_19"	"USMS"	"6927"	19	3060
"3061"	"USMS_6927_20"	"USMS"	"6927"	20	3061
"3062"	"USMS_6927_21"	"USMS"	"6927"	21	3062
"3063"	"USMS_6927_22"	"USMS"	"6927"	22	3063
"3064"	"USMS_6927_23"	"USMS"	"6927"	23	3064
"3065"	"USMS_6927_24"	"USMS"	"6927"	24	3065
"3066"	"USMS_6928_1"	"USMS"	"6928"	1	3066
"3067"	"USMS_6928_2"	"USMS"	"6928"	2	3067
"3068"	"USMS_6928_3"	"USMS"	"6928"	3	3068
"3069"	"USMS_6928_4"	"USMS"	"6928"	4	3069
"3070"	"USMS_6928_5"	"USMS"	"6928"	5	3070
"3071"	"USMS_6928_6"	"USMS"	"6928"	6	3071
"3072"	"USMS_6928_7"	"USMS"	"6928"	7	3072
"3073"	"USMS_6928_8"	"USMS"	"6928"	8	3073
"3074"	"USMS_6928_9"	"USMS"	"6928"	9	3074
"3075"	"USMS_6928_10"	"USMS"	"6928"	10	3075
"3076"	"USMS_6928_11"	"USMS"	"6928"	11	3076
"3077"	"USMS_6928_12"	"USMS"	"6928"	12	3077
"3078"	"USMS_6928_13"	"USMS"	"6928"	13	3078
"3079"	"USMS_6928_14"	"USMS"	"6928"	14	3079
"3080"	"USMS_6928_15"	"USMS"	"6928"	15	3080
"3081"	"USMS_6928_16"	"USMS"	"6928"	16	3081
"3082"	"USMS_6928_17"	"USMS"	"6928"	17	3082
"3083"	"USMS_6929_1"	"USMS"	"6929"	1	3083
"3084"	"USMS_6929_2"	"USMS"	"6929"	2	3084
"3085"	"USMS_6929_3"	"USMS"	"6929"	3	3085
"3086"	"USMS_6929_4"	"USMS"	"6929"	4	3086
"3087"	"USMS_6929_5"	"USMS"	"6929"	5	3087
"3088"	"USMS_6929_6"	"USMS"	"6929"	6	3088
"3089"	"USMS_6929_7"	"USMS"	"6929"	7	3089
"3090"	"USMS_6929_8"	"USMS"	"6929"	8	3090
"3091"	"USMS_6929_9"	"USMS"	"6929"	9	3091
"3092"	"USMS_6929_10"	"USMS"	"6929"	10	3092
"3093"	"USMS_6929_11"	"USMS"	"6929"	11	3093
"3094"	"USMS_6929_12"	"USMS"	"6929"	12	3094
"3095"	"USMS_6929_13"	"USMS"	"6929"	13	3095
"3096"	"USMS_6929_14"	"USMS"	"6929"	14	3096
"3097"	"USMS_6929_15"	"USMS"	"6929"	15	3097
"3098"	"USMS_6929_16"	"USMS"	"6929"	16	3098
"3099"	"USMS_6929_17"	"USMS"	"6929"	17	3099
"3100"	"USMS_6929_18"	"USMS"	"6929"	18	3100
"3101"	"USMS_6929_19"	"USMS"	"6929"	19	3101
"3102"	"USMS_6929_20"	"USMS"	"6929"	20	3102
"3103"	"USMS_6929_21"	"USMS"	"6929"	21	3103
"3104"	"USMS_6930_1"	"USMS"	"6930"	1	3104
"3105"	"USMS_6930_2"	"USMS"	"6930"	2	3105
"3106"	"USMS_6930_3"	"USMS"	"6930"	3	3106
"3107"	"USMS_6930_4"	"USMS"	"6930"	4	3107
"3108"	"USMS_6930_5"	"USMS"	"6930"	5	3108
"3109"	"USMS_6930_6"	"USMS"	"6930"	6	3109
"3110"	"USMS_6930_7"	"USMS"	"6930"	7	3110
"3111"	"USMS_6930_8"	"USMS"	"6930"	8	3111
"3112"	"USMS_6930_9"	"USMS"	"6930"	9	3112
"3113"	"USMS_6930_10"	"USMS"	"6930"	10	3113
"3114"	"USMS_6930_11"	"USMS"	"6930"	11	3114
"3115"	"USMS_6930_12"	"USMS"	"6930"	12	3115
"3116"	"USMS_6930_13"	"USMS"	"6930"	13	3116
"3117"	"USMS_6930_14"	"USMS"	"6930"	14	3117
"3118"	"USMS_6930_15"	"USMS"	"6930"	15	3118
"3119"	"USMS_6930_16"	"USMS"	"6930"	16	3119
"3120"	"USMS_6930_17"	"USMS"	"6930"	17	3120
"3121"	"USMS_6930_18"	"USMS"	"6930"	18	3121
"3122"	"USMS_6930_19"	"USMS"	"6930"	19	3122
"3123"	"USMS_6930_20"	"USMS"	"6930"	20	3123
"3124"	"USMS_6930_21"	"USMS"	"6930"	21	3124
"3125"	"USMS_6931_1"	"USMS"	"6931"	1	3125
"3126"	"USMS_6931_2"	"USMS"	"6931"	2	3126
"3127"	"USMS_6931_3"	"USMS"	"6931"	3	3127
"3128"	"USMS_6931_4"	"USMS"	"6931"	4	3128
"3129"	"USMS_6931_5"	"USMS"	"6931"	5	3129
"3130"	"USMS_6931_6"	"USMS"	"6931"	6	3130
"3131"	"USMS_6931_7"	"USMS"	"6931"	7	3131
"3132"	"USMS_6931_8"	"USMS"	"6931"	8	3132
"3133"	"USMS_6931_9"	"USMS"	"6931"	9	3133
"3134"	"USMS_6931_10"	"USMS"	"6931"	10	3134
"3135"	"USMS_6931_11"	"USMS"	"6931"	11	3135
"3136"	"USMS_6931_12"	"USMS"	"6931"	12	3136
"3137"	"USMS_6931_13"	"USMS"	"6931"	13	3137
"3138"	"USMS_6931_14"	"USMS"	"6931"	14	3138
"3139"	"USMS_6931_15"	"USMS"	"6931"	15	3139
"3140"	"USMS_6931_16"	"USMS"	"6931"	16	3140
"3141"	"USMS_6931_17"	"USMS"	"6931"	17	3141
"3142"	"USMS_6931_18"	"USMS"	"6931"	18	3142
"3143"	"USMS_6931_19"	"USMS"	"6931"	19	3143
"3144"	"USMS_6931_20"	"USMS"	"6931"	20	3144
"3145"	"USMS_6931_21"	"USMS"	"6931"	21	3145
"3146"	"USMS_6932_1"	"USMS"	"6932"	1	3146
"3147"	"USMS_6932_2"	"USMS"	"6932"	2	3147
"3148"	"USMS_6932_3"	"USMS"	"6932"	3	3148
"3149"	"USMS_6932_4"	"USMS"	"6932"	4	3149
"3150"	"USMS_6932_5"	"USMS"	"6932"	5	3150
"3151"	"USMS_6932_6"	"USMS"	"6932"	6	3151
"3152"	"USMS_6932_7"	"USMS"	"6932"	7	3152
"3153"	"USMS_6932_8"	"USMS"	"6932"	8	3153
"3154"	"USMS_6932_9"	"USMS"	"6932"	9	3154
"3155"	"USMS_6932_10"	"USMS"	"6932"	10	3155
"3156"	"USMS_6932_11"	"USMS"	"6932"	11	3156
"3157"	"USMS_6932_12"	"USMS"	"6932"	12	3157
"3158"	"USMS_6932_13"	"USMS"	"6932"	13	3158
"3159"	"USMS_6932_14"	"USMS"	"6932"	14	3159
"3160"	"USMS_6932_15"	"USMS"	"6932"	15	3160
"3161"	"USMS_6932_16"	"USMS"	"6932"	16	3161
"3162"	"USMS_6932_17"	"USMS"	"6932"	17	3162
"3163"	"USMS_6932_18"	"USMS"	"6932"	18	3163
"3164"	"USMS_6932_19"	"USMS"	"6932"	19	3164
"3165"	"USMS_6932_20"	"USMS"	"6932"	20	3165
"3166"	"USMS_6932_21"	"USMS"	"6932"	21	3166
"3167"	"USMS_6932_22"	"USMS"	"6932"	22	3167
"3168"	"USMS_6933_1"	"USMS"	"6933"	1	3168
"3169"	"USMS_6933_2"	"USMS"	"6933"	2	3169
"3170"	"USMS_6933_3"	"USMS"	"6933"	3	3170
"3171"	"USMS_6933_4"	"USMS"	"6933"	4	3171
"3172"	"USMS_6933_5"	"USMS"	"6933"	5	3172
"3173"	"USMS_6933_6"	"USMS"	"6933"	6	3173
"3174"	"USMS_6933_7"	"USMS"	"6933"	7	3174
"3175"	"USMS_6933_8"	"USMS"	"6933"	8	3175
"3176"	"USMS_6933_9"	"USMS"	"6933"	9	3176
"3177"	"USMS_6933_10"	"USMS"	"6933"	10	3177
"3178"	"USMS_6933_11"	"USMS"	"6933"	11	3178
"3179"	"USMS_6933_12"	"USMS"	"6933"	12	3179
"3180"	"USMS_6933_13"	"USMS"	"6933"	13	3180
"3181"	"USMS_6933_14"	"USMS"	"6933"	14	3181
"3182"	"USMS_6933_15"	"USMS"	"6933"	15	3182
"3183"	"USMS_6933_16"	"USMS"	"6933"	16	3183
"3184"	"USMS_6933_17"	"USMS"	"6933"	17	3184
"3185"	"USMS_6933_18"	"USMS"	"6933"	18	3185
"3186"	"USMS_6933_19"	"USMS"	"6933"	19	3186
"3187"	"USMS_6933_20"	"USMS"	"6933"	20	3187
"3188"	"USMS_6933_21"	"USMS"	"6933"	21	3188
"3189"	"USMS_6933_22"	"USMS"	"6933"	22	3189
"3190"	"USMS_6936_1"	"USMS"	"6936"	1	3190
"3191"	"USMS_6936_2"	"USMS"	"6936"	2	3191
"3192"	"USMS_6936_3"	"USMS"	"6936"	3	3192
"3193"	"USMS_6936_4"	"USMS"	"6936"	4	3193
"3194"	"USMS_6936_5"	"USMS"	"6936"	5	3194
"3195"	"USMS_6936_6"	"USMS"	"6936"	6	3195
"3196"	"USMS_6936_7"	"USMS"	"6936"	7	3196
"3197"	"USMS_6936_8"	"USMS"	"6936"	8	3197
"3198"	"USMS_6936_9"	"USMS"	"6936"	9	3198
"3199"	"USMS_6936_10"	"USMS"	"6936"	10	3199
"3200"	"USMS_6936_11"	"USMS"	"6936"	11	3200
"3201"	"USMS_6936_12"	"USMS"	"6936"	12	3201
"3202"	"USMS_6936_13"	"USMS"	"6936"	13	3202
"3203"	"USMS_6936_14"	"USMS"	"6936"	14	3203
"3204"	"USMS_6936_15"	"USMS"	"6936"	15	3204
"3205"	"USMS_6936_16"	"USMS"	"6936"	16	3205
"3206"	"USMS_6936_17"	"USMS"	"6936"	17	3206
"3207"	"USMS_6936_18"	"USMS"	"6936"	18	3207
"3208"	"USMS_6936_19"	"USMS"	"6936"	19	3208
"3209"	"USMS_6936_20"	"USMS"	"6936"	20	3209
"3210"	"USMS_6937_1"	"USMS"	"6937"	1	3210
"3211"	"USMS_6937_2"	"USMS"	"6937"	2	3211
"3212"	"USMS_6937_3"	"USMS"	"6937"	3	3212
"3213"	"USMS_6937_4"	"USMS"	"6937"	4	3213
"3214"	"USMS_6937_5"	"USMS"	"6937"	5	3214
"3215"	"USMS_6937_6"	"USMS"	"6937"	6	3215
"3216"	"USMS_6937_7"	"USMS"	"6937"	7	3216
"3217"	"USMS_6937_8"	"USMS"	"6937"	8	3217
"3218"	"USMS_6937_9"	"USMS"	"6937"	9	3218
"3219"	"USMS_6937_10"	"USMS"	"6937"	10	3219
"3220"	"USMS_6937_11"	"USMS"	"6937"	11	3220
"3221"	"USMS_6937_12"	"USMS"	"6937"	12	3221
"3222"	"USMS_6937_13"	"USMS"	"6937"	13	3222
"3223"	"USMS_6937_14"	"USMS"	"6937"	14	3223
"3224"	"USMS_6937_15"	"USMS"	"6937"	15	3224
"3225"	"USMS_6937_16"	"USMS"	"6937"	16	3225
"3226"	"USMS_6937_17"	"USMS"	"6937"	17	3226
"3227"	"USMS_6937_18"	"USMS"	"6937"	18	3227
"3228"	"USMS_6937_19"	"USMS"	"6937"	19	3228
"3229"	"USMS_6937_20"	"USMS"	"6937"	20	3229
"3230"	"USMS_6937_21"	"USMS"	"6937"	21	3230
"3231"	"USMS_6938_1"	"USMS"	"6938"	1	3231
"3232"	"USMS_6938_2"	"USMS"	"6938"	2	3232
"3233"	"USMS_6938_3"	"USMS"	"6938"	3	3233
"3234"	"USMS_6938_4"	"USMS"	"6938"	4	3234
"3235"	"USMS_6938_5"	"USMS"	"6938"	5	3235
"3236"	"USMS_6938_6"	"USMS"	"6938"	6	3236
"3237"	"USMS_6938_7"	"USMS"	"6938"	7	3237
"3238"	"USMS_6938_8"	"USMS"	"6938"	8	3238
"3239"	"USMS_6938_9"	"USMS"	"6938"	9	3239
"3240"	"USMS_6938_10"	"USMS"	"6938"	10	3240
"3241"	"USMS_6938_11"	"USMS"	"6938"	11	3241
"3242"	"USMS_6938_12"	"USMS"	"6938"	12	3242
"3243"	"USMS_6938_13"	"USMS"	"6938"	13	3243
"3244"	"USMS_6938_14"	"USMS"	"6938"	14	3244
"3245"	"USMS_6938_15"	"USMS"	"6938"	15	3245
"3246"	"USMS_6938_16"	"USMS"	"6938"	16	3246
"3247"	"USMS_6938_17"	"USMS"	"6938"	17	3247
"3248"	"USMS_6938_18"	"USMS"	"6938"	18	3248
"3249"	"USMS_6938_19"	"USMS"	"6938"	19	3249
"3250"	"USMS_6938_20"	"USMS"	"6938"	20	3250
"3251"	"USMS_6939_1"	"USMS"	"6939"	1	3251
"3252"	"USMS_6939_2"	"USMS"	"6939"	2	3252
"3253"	"USMS_6939_3"	"USMS"	"6939"	3	3253
"3254"	"USMS_6939_4"	"USMS"	"6939"	4	3254
"3255"	"USMS_6939_5"	"USMS"	"6939"	5	3255
"3256"	"USMS_6939_6"	"USMS"	"6939"	6	3256
"3257"	"USMS_6939_7"	"USMS"	"6939"	7	3257
"3258"	"USMS_6939_8"	"USMS"	"6939"	8	3258
"3259"	"USMS_6939_9"	"USMS"	"6939"	9	3259
"3260"	"USMS_6939_10"	"USMS"	"6939"	10	3260
"3261"	"USMS_6939_11"	"USMS"	"6939"	11	3261
"3262"	"USMS_6939_12"	"USMS"	"6939"	12	3262
"3263"	"USMS_6939_13"	"USMS"	"6939"	13	3263
"3264"	"USMS_6939_14"	"USMS"	"6939"	14	3264
"3265"	"USMS_6939_15"	"USMS"	"6939"	15	3265
"3266"	"USMS_6939_16"	"USMS"	"6939"	16	3266
"3267"	"USMS_6939_17"	"USMS"	"6939"	17	3267
"3268"	"USMS_6940_1"	"USMS"	"6940"	1	3268
"3269"	"USMS_6940_2"	"USMS"	"6940"	2	3269
"3270"	"USMS_6940_3"	"USMS"	"6940"	3	3270
"3271"	"USMS_6940_4"	"USMS"	"6940"	4	3271
"3272"	"USMS_6940_5"	"USMS"	"6940"	5	3272
"3273"	"USMS_6940_6"	"USMS"	"6940"	6	3273
"3274"	"USMS_6940_7"	"USMS"	"6940"	7	3274
"3275"	"USMS_6940_8"	"USMS"	"6940"	8	3275
"3276"	"USMS_6940_9"	"USMS"	"6940"	9	3276
"3277"	"USMS_6940_10"	"USMS"	"6940"	10	3277
"3278"	"USMS_6940_11"	"USMS"	"6940"	11	3278
"3279"	"USMS_6940_12"	"USMS"	"6940"	12	3279
"3280"	"USMS_6940_13"	"USMS"	"6940"	13	3280
"3281"	"USMS_6940_14"	"USMS"	"6940"	14	3281
"3282"	"USMS_6940_15"	"USMS"	"6940"	15	3282
"3283"	"USMS_6940_16"	"USMS"	"6940"	16	3283
"3284"	"USMS_6940_17"	"USMS"	"6940"	17	3284
"3285"	"USMS_6940_18"	"USMS"	"6940"	18	3285
"3286"	"USMS_6942_1"	"USMS"	"6942"	1	3286
