"plant_id"	"Treatment"	"ACC_ID"	"Rep"
"1548"	"P_8323_8"	"P"	"8323"	"8"
"1549"	"P_8325_1"	"P"	"8325"	"1"
"1550"	"P_8325_2"	"P"	"8325"	"2"
"1551"	"P_8325_3"	"P"	"8325"	"3"
"1552"	"P_8325_4"	"P"	"8325"	"4"
"1553"	"P_8325_5"	"P"	"8325"	"5"
"1554"	"P_8325_6"	"P"	"8325"	"6"
"1555"	"P_8325_7"	"P"	"8325"	"7"
"1556"	"P_8325_8"	"P"	"8325"	"8"
"1557"	"P_8329_1"	"P"	"8329"	"1"
"1558"	"P_8329_2"	"P"	"8329"	"2"
"1559"	"P_8329_3"	"P"	"8329"	"3"
"1560"	"P_8329_4"	"P"	"8329"	"4"
"1561"	"P_8329_5"	"P"	"8329"	"5"
"1562"	"P_8329_6"	"P"	"8329"	"6"
"1563"	"P_8329_7"	"P"	"8329"	"7"
"1564"	"P_8334_1"	"P"	"8334"	"1"
"1565"	"P_8334_2"	"P"	"8334"	"2"
"1566"	"P_8334_3"	"P"	"8334"	"3"
"1567"	"P_8334_4"	"P"	"8334"	"4"
"1568"	"P_8334_5"	"P"	"8334"	"5"
"1569"	"P_8334_6"	"P"	"8334"	"6"
"1570"	"P_8337_1"	"P"	"8337"	"1"
"1571"	"P_8337_2"	"P"	"8337"	"2"
"1572"	"P_8337_3"	"P"	"8337"	"3"
"1573"	"P_8343_1"	"P"	"8343"	"1"
"1574"	"P_8343_2"	"P"	"8343"	"2"
"1575"	"P_8343_3"	"P"	"8343"	"3"
"1576"	"P_8343_4"	"P"	"8343"	"4"
"1577"	"P_8343_5"	"P"	"8343"	"5"
"1578"	"P_8343_6"	"P"	"8343"	"6"
"1579"	"P_8343_7"	"P"	"8343"	"7"
"1580"	"P_8343_8"	"P"	"8343"	"8"
"1581"	"P_8343_9"	"P"	"8343"	"9"
"1582"	"P_8343_10"	"P"	"8343"	"10"
"1583"	"P_8348_1"	"P"	"8348"	"1"
"1584"	"P_8348_2"	"P"	"8348"	"2"
"1585"	"P_8348_3"	"P"	"8348"	"3"
"1586"	"P_8348_4"	"P"	"8348"	"4"
"1587"	"P_8348_5"	"P"	"8348"	"5"
"1588"	"P_8348_6"	"P"	"8348"	"6"
"1589"	"P_8348_7"	"P"	"8348"	"7"
"1590"	"P_8348_8"	"P"	"8348"	"8"
"1591"	"P_8348_9"	"P"	"8348"	"9"
"1592"	"P_8348_10"	"P"	"8348"	"10"
"1593"	"P_8353_1"	"P"	"8353"	"1"
"1594"	"P_8353_2"	"P"	"8353"	"2"
"1595"	"P_8353_3"	"P"	"8353"	"3"
"1596"	"P_8353_4"	"P"	"8353"	"4"
"1597"	"P_8353_5"	"P"	"8353"	"5"
"1598"	"P_8353_6"	"P"	"8353"	"6"
"1599"	"P_8354_1"	"P"	"8354"	"1"
"1600"	"P_8354_2"	"P"	"8354"	"2"
"1601"	"P_8354_3"	"P"	"8354"	"3"
"1602"	"P_8354_4"	"P"	"8354"	"4"
"1603"	"P_8354_5"	"P"	"8354"	"5"
"1604"	"P_8354_6"	"P"	"8354"	"6"
"1605"	"P_8354_7"	"P"	"8354"	"7"
"1606"	"P_8354_8"	"P"	"8354"	"8"
"1607"	"P_8354_9"	"P"	"8354"	"9"
"1608"	"P_8365_1"	"P"	"8365"	"1"
"1609"	"P_8365_2"	"P"	"8365"	"2"
"1610"	"P_8365_3"	"P"	"8365"	"3"
"1611"	"P_8365_4"	"P"	"8365"	"4"
"1612"	"P_8365_5"	"P"	"8365"	"5"
"1613"	"P_8365_6"	"P"	"8365"	"6"
"1614"	"P_8365_7"	"P"	"8365"	"7"
"1615"	"P_8366_1"	"P"	"8366"	"1"
"1616"	"P_8366_2"	"P"	"8366"	"2"
"1617"	"P_8366_3"	"P"	"8366"	"3"
"1618"	"P_8366_4"	"P"	"8366"	"4"
"1619"	"P_8366_5"	"P"	"8366"	"5"
"1620"	"P_8366_6"	"P"	"8366"	"6"
"1621"	"P_8366_7"	"P"	"8366"	"7"
"1622"	"P_8366_8"	"P"	"8366"	"8"
"1623"	"P_8366_9"	"P"	"8366"	"9"
"1624"	"P_8369_1"	"P"	"8369"	"1"
"1625"	"P_8369_2"	"P"	"8369"	"2"
"1626"	"P_8374_1"	"P"	"8374"	"1"
"1627"	"P_8374_2"	"P"	"8374"	"2"
"1628"	"P_8374_3"	"P"	"8374"	"3"
"1629"	"P_8374_4"	"P"	"8374"	"4"
"1630"	"P_8374_5"	"P"	"8374"	"5"
"1631"	"P_8374_6"	"P"	"8374"	"6"
"1632"	"P_8374_7"	"P"	"8374"	"7"
"1633"	"P_8378_1"	"P"	"8378"	"1"
"1634"	"P_8378_2"	"P"	"8378"	"2"
"1635"	"P_8378_3"	"P"	"8378"	"3"
"1636"	"P_8378_4"	"P"	"8378"	"4"
"1637"	"P_8378_5"	"P"	"8378"	"5"
"1638"	"P_8378_6"	"P"	"8378"	"6"
"1639"	"P_8378_7"	"P"	"8378"	"7"
"1640"	"P_8378_8"	"P"	"8378"	"8"
"1641"	"P_8387_1"	"P"	"8387"	"1"
"1642"	"P_8387_2"	"P"	"8387"	"2"
"1643"	"P_8387_3"	"P"	"8387"	"3"
"1644"	"P_8387_4"	"P"	"8387"	"4"
"1645"	"P_8387_5"	"P"	"8387"	"5"
"1646"	"P_8387_6"	"P"	"8387"	"6"
"1647"	"P_8387_7"	"P"	"8387"	"7"
"1648"	"P_8388_1"	"P"	"8388"	"1"
"1649"	"P_8388_2"	"P"	"8388"	"2"
"1650"	"P_8388_3"	"P"	"8388"	"3"
"1651"	"P_8388_4"	"P"	"8388"	"4"
"1652"	"P_8395_1"	"P"	"8395"	"1"
"1653"	"P_8395_2"	"P"	"8395"	"2"
"1654"	"P_8395_3"	"P"	"8395"	"3"
"1655"	"P_8395_4"	"P"	"8395"	"4"
"1656"	"P_8395_5"	"P"	"8395"	"5"
"1657"	"P_8420_1"	"P"	"8420"	"1"
"1658"	"P_8420_2"	"P"	"8420"	"2"
"1659"	"P_8420_3"	"P"	"8420"	"3"
"1660"	"P_8420_4"	"P"	"8420"	"4"
"1661"	"P_8420_5"	"P"	"8420"	"5"
"1662"	"P_8420_6"	"P"	"8420"	"6"
"1663"	"P_8420_7"	"P"	"8420"	"7"
"1664"	"P_8430_1"	"P"	"8430"	"1"
"1665"	"P_8430_2"	"P"	"8430"	"2"
"1666"	"P_8430_3"	"P"	"8430"	"3"
"1667"	"P_8430_4"	"P"	"8430"	"4"
"1668"	"P_8430_5"	"P"	"8430"	"5"
"1669"	"P_8430_6"	"P"	"8430"	"6"
"1670"	"P_8430_7"	"P"	"8430"	"7"
"1671"	"P_8430_8"	"P"	"8430"	"8"
"1672"	"P_8430_9"	"P"	"8430"	"9"
"1673"	"P_9104_1"	"P"	"9104"	"1"
"1674"	"P_9104_2"	"P"	"9104"	"2"
"1675"	"P_9104_3"	"P"	"9104"	"3"
"1676"	"P_9104_4"	"P"	"9104"	"4"
"1677"	"P_9104_5"	"P"	"9104"	"5"
"1678"	"P_9104_6"	"P"	"9104"	"6"
"1679"	"P_9165_1"	"P"	"9165"	"1"
"1680"	"P_9165_2"	"P"	"9165"	"2"
"1681"	"P_9165_3"	"P"	"9165"	"3"
"1682"	"P_9165_4"	"P"	"9165"	"4"
"1683"	"P_9165_5"	"P"	"9165"	"5"
"1684"	"P_9165_6"	"P"	"9165"	"6"
"1685"	"P_9165_7"	"P"	"9165"	"7"
"1686"	"P_9165_8"	"P"	"9165"	"8"
"1687"	"P_9165_9"	"P"	"9165"	"9"
"1688"	"P_9165_10"	"P"	"9165"	"10"
"1689"	"P_9302_1"	"P"	"9302"	"1"
"1690"	"P_9302_2"	"P"	"9302"	"2"
"1691"	"P_9302_3"	"P"	"9302"	"3"
"1692"	"P_9302_4"	"P"	"9302"	"4"
"1693"	"P_9302_5"	"P"	"9302"	"5"
"1694"	"P_9302_6"	"P"	"9302"	"6"
"1695"	"P_9308_1"	"P"	"9308"	"1"
"1696"	"P_9308_2"	"P"	"9308"	"2"
"1697"	"P_9308_3"	"P"	"9308"	"3"
"1698"	"P_9308_4"	"P"	"9308"	"4"
"1699"	"P_9308_5"	"P"	"9308"	"5"
"1700"	"P_9308_6"	"P"	"9308"	"6"
"1701"	"P_9308_7"	"P"	"9308"	"7"
"1702"	"P_9308_8"	"P"	"9308"	"8"
"1703"	"P_100000_1"	"P"	"100000"	"1"
"1704"	"P_100000_2"	"P"	"100000"	"2"
"1705"	"P_100000_3"	"P"	"100000"	"3"
"1706"	"P_100000_4"	"P"	"100000"	"4"
"1707"	"P_100000_5"	"P"	"100000"	"5"
"1708"	"P_100000_6"	"P"	"100000"	"6"
"1709"	"P_100000_7"	"P"	"100000"	"7"
"1710"	"P_100000_8"	"P"	"100000"	"8"
"1711"	"USMS_0_1"	"USMS"	"0"	"1"
"1712"	"USMS_0_2"	"USMS"	"0"	"2"
"1713"	"USMS_0_3"	"USMS"	"0"	"3"
"1714"	"USMS_0_4"	"USMS"	"0"	"4"
"1715"	"USMS_0_5"	"USMS"	"0"	"5"
"1716"	"USMS_0_6"	"USMS"	"0"	"6"
"1717"	"USMS_0_7"	"USMS"	"0"	"7"
"1718"	"USMS_0_8"	"USMS"	"0"	"8"
"1719"	"USMS_0_9"	"USMS"	"0"	"9"
"1720"	"USMS_0_10"	"USMS"	"0"	"10"
"1721"	"USMS_0_11"	"USMS"	"0"	"11"
"1722"	"USMS_0_12"	"USMS"	"0"	"12"
"1723"	"USMS_0_13"	"USMS"	"0"	"13"
"1724"	"USMS_0_14"	"USMS"	"0"	"14"
"1725"	"USMS_0_15"	"USMS"	"0"	"15"
"1726"	"USMS_0_16"	"USMS"	"0"	"16"
"1727"	"USMS_0_17"	"USMS"	"0"	"17"
"1728"	"USMS_0_18"	"USMS"	"0"	"18"
"1729"	"USMS_0_19"	"USMS"	"0"	"19"
"1730"	"USMS_0_20"	"USMS"	"0"	"20"
"1731"	"USMS_86_1"	"USMS"	"86"	"1"
"1732"	"USMS_86_2"	"USMS"	"86"	"2"
"1733"	"USMS_86_3"	"USMS"	"86"	"3"
"1734"	"USMS_86_4"	"USMS"	"86"	"4"
"1735"	"USMS_86_5"	"USMS"	"86"	"5"
"1736"	"USMS_86_6"	"USMS"	"86"	"6"
"1737"	"USMS_86_7"	"USMS"	"86"	"7"
"1738"	"USMS_86_8"	"USMS"	"86"	"8"
"1739"	"USMS_86_9"	"USMS"	"86"	"9"
"1740"	"USMS_86_10"	"USMS"	"86"	"10"
"1741"	"USMS_86_11"	"USMS"	"86"	"11"
"1742"	"USMS_86_12"	"USMS"	"86"	"12"
"1743"	"USMS_86_13"	"USMS"	"86"	"13"
"1744"	"USMS_86_14"	"USMS"	"86"	"14"
"1745"	"USMS_86_15"	"USMS"	"86"	"15"
"1746"	"USMS_86_16"	"USMS"	"86"	"16"
"1747"	"USMS_86_17"	"USMS"	"86"	"17"
"1748"	"USMS_86_18"	"USMS"	"86"	"18"
"1749"	"USMS_86_19"	"USMS"	"86"	"19"
"1750"	"USMS_86_20"	"USMS"	"86"	"20"
"1751"	"USMS_86_21"	"USMS"	"86"	"21"
"1752"	"USMS_86_22"	"USMS"	"86"	"22"
"1753"	"USMS_96_1"	"USMS"	"96"	"1"
"1754"	"USMS_96_2"	"USMS"	"96"	"2"
"1755"	"USMS_96_3"	"USMS"	"96"	"3"
"1756"	"USMS_96_4"	"USMS"	"96"	"4"
"1757"	"USMS_96_5"	"USMS"	"96"	"5"
"1758"	"USMS_96_6"	"USMS"	"96"	"6"
"1759"	"USMS_96_7"	"USMS"	"96"	"7"
"1760"	"USMS_96_8"	"USMS"	"96"	"8"
"1761"	"USMS_96_9"	"USMS"	"96"	"9"
"1762"	"USMS_96_10"	"USMS"	"96"	"10"
"1763"	"USMS_96_11"	"USMS"	"96"	"11"
"1764"	"USMS_96_12"	"USMS"	"96"	"12"
"1765"	"USMS_96_13"	"USMS"	"96"	"13"
"1766"	"USMS_96_14"	"USMS"	"96"	"14"
"1767"	"USMS_96_15"	"USMS"	"96"	"15"
"1768"	"USMS_96_16"	"USMS"	"96"	"16"
"1769"	"USMS_96_17"	"USMS"	"96"	"17"
"1770"	"USMS_96_18"	"USMS"	"96"	"18"
"1771"	"USMS_96_19"	"USMS"	"96"	"19"
"1772"	"USMS_96_20"	"USMS"	"96"	"20"
"1773"	"USMS_96_21"	"USMS"	"96"	"21"
"1774"	"USMS_149_1"	"USMS"	"149"	"1"
"1775"	"USMS_149_2"	"USMS"	"149"	"2"
"1776"	"USMS_149_3"	"USMS"	"149"	"3"
"1777"	"USMS_149_4"	"USMS"	"149"	"4"
"1778"	"USMS_149_5"	"USMS"	"149"	"5"
"1779"	"USMS_149_6"	"USMS"	"149"	"6"
"1780"	"USMS_149_7"	"USMS"	"149"	"7"
"1781"	"USMS_149_8"	"USMS"	"149"	"8"
"1782"	"USMS_149_9"	"USMS"	"149"	"9"
"1783"	"USMS_149_10"	"USMS"	"149"	"10"
"1784"	"USMS_149_11"	"USMS"	"149"	"11"
"1785"	"USMS_149_12"	"USMS"	"149"	"12"
"1786"	"USMS_149_13"	"USMS"	"149"	"13"
"1787"	"USMS_149_14"	"USMS"	"149"	"14"
"1788"	"USMS_149_15"	"USMS"	"149"	"15"
"1789"	"USMS_149_16"	"USMS"	"149"	"16"
"1790"	"USMS_149_17"	"USMS"	"149"	"17"
"1791"	"USMS_149_18"	"USMS"	"149"	"18"
"1792"	"USMS_149_19"	"USMS"	"149"	"19"
"1793"	"USMS_149_20"	"USMS"	"149"	"20"
"1794"	"USMS_149_21"	"USMS"	"149"	"21"
"1795"	"USMS_149_22"	"USMS"	"149"	"22"
"1796"	"USMS_149_23"	"USMS"	"149"	"23"
"1797"	"USMS_149_24"	"USMS"	"149"	"24"
"1798"	"USMS_204_1"	"USMS"	"204"	"1"
"1799"	"USMS_204_2"	"USMS"	"204"	"2"
"1800"	"USMS_204_3"	"USMS"	"204"	"3"
"1801"	"USMS_204_4"	"USMS"	"204"	"4"
"1802"	"USMS_204_5"	"USMS"	"204"	"5"
"1803"	"USMS_204_6"	"USMS"	"204"	"6"
"1804"	"USMS_204_7"	"USMS"	"204"	"7"
"1805"	"USMS_204_8"	"USMS"	"204"	"8"
"1806"	"USMS_204_9"	"USMS"	"204"	"9"
"1807"	"USMS_204_10"	"USMS"	"204"	"10"
"1808"	"USMS_204_11"	"USMS"	"204"	"11"
"1809"	"USMS_204_12"	"USMS"	"204"	"12"
"1810"	"USMS_204_13"	"USMS"	"204"	"13"
"1811"	"USMS_204_14"	"USMS"	"204"	"14"
"1812"	"USMS_204_15"	"USMS"	"204"	"15"
"1813"	"USMS_204_16"	"USMS"	"204"	"16"
"1814"	"USMS_204_17"	"USMS"	"204"	"17"
"1815"	"USMS_204_18"	"USMS"	"204"	"18"
"1816"	"USMS_204_19"	"USMS"	"204"	"19"
"1817"	"USMS_204_20"	"USMS"	"204"	"20"
"1818"	"USMS_204_21"	"USMS"	"204"	"21"
"1819"	"USMS_204_22"	"USMS"	"204"	"22"
"1820"	"USMS_204_23"	"USMS"	"204"	"23"
"1821"	"USMS_224_1"	"USMS"	"224"	"1"
"1822"	"USMS_224_2"	"USMS"	"224"	"2"
"1823"	"USMS_224_3"	"USMS"	"224"	"3"
"1824"	"USMS_224_4"	"USMS"	"224"	"4"
"1825"	"USMS_224_5"	"USMS"	"224"	"5"
"1826"	"USMS_224_6"	"USMS"	"224"	"6"
"1827"	"USMS_224_7"	"USMS"	"224"	"7"
"1828"	"USMS_224_8"	"USMS"	"224"	"8"
"1829"	"USMS_224_9"	"USMS"	"224"	"9"
"1830"	"USMS_224_10"	"USMS"	"224"	"10"
"1831"	"USMS_224_11"	"USMS"	"224"	"11"
"1832"	"USMS_224_12"	"USMS"	"224"	"12"
"1833"	"USMS_224_13"	"USMS"	"224"	"13"
"1834"	"USMS_224_14"	"USMS"	"224"	"14"
"1835"	"USMS_224_15"	"USMS"	"224"	"15"
"1836"	"USMS_224_16"	"USMS"	"224"	"16"
"1837"	"USMS_224_17"	"USMS"	"224"	"17"
"1838"	"USMS_224_18"	"USMS"	"224"	"18"
"1839"	"USMS_224_19"	"USMS"	"224"	"19"
"1840"	"USMS_224_20"	"USMS"	"224"	"20"
"1841"	"USMS_224_21"	"USMS"	"224"	"21"
"1842"	"USMS_224_22"	"USMS"	"224"	"22"
"1843"	"USMS_236_1"	"USMS"	"236"	"1"
"1844"	"USMS_236_2"	"USMS"	"236"	"2"
"1845"	"USMS_236_3"	"USMS"	"236"	"3"
"1846"	"USMS_236_4"	"USMS"	"236"	"4"
"1847"	"USMS_236_5"	"USMS"	"236"	"5"
"1848"	"USMS_236_6"	"USMS"	"236"	"6"
"1849"	"USMS_236_7"	"USMS"	"236"	"7"
"1850"	"USMS_236_8"	"USMS"	"236"	"8"
"1851"	"USMS_236_9"	"USMS"	"236"	"9"
"1852"	"USMS_236_10"	"USMS"	"236"	"10"
"1853"	"USMS_236_11"	"USMS"	"236"	"11"
"1854"	"USMS_236_12"	"USMS"	"236"	"12"
"1855"	"USMS_236_13"	"USMS"	"236"	"13"
"1856"	"USMS_236_14"	"USMS"	"236"	"14"
"1857"	"USMS_236_15"	"USMS"	"236"	"15"
"1858"	"USMS_236_16"	"USMS"	"236"	"16"
"1859"	"USMS_236_17"	"USMS"	"236"	"17"
"1860"	"USMS_236_18"	"USMS"	"236"	"18"
"1861"	"USMS_262_1"	"USMS"	"262"	"1"
"1862"	"USMS_262_2"	"USMS"	"262"	"2"
"1863"	"USMS_262_3"	"USMS"	"262"	"3"
"1864"	"USMS_262_4"	"USMS"	"262"	"4"
"1865"	"USMS_262_5"	"USMS"	"262"	"5"
"1866"	"USMS_262_6"	"USMS"	"262"	"6"
"1867"	"USMS_262_7"	"USMS"	"262"	"7"
"1868"	"USMS_262_8"	"USMS"	"262"	"8"
"1869"	"USMS_262_9"	"USMS"	"262"	"9"
"1870"	"USMS_262_10"	"USMS"	"262"	"10"
"1871"	"USMS_262_11"	"USMS"	"262"	"11"
"1872"	"USMS_262_12"	"USMS"	"262"	"12"
"1873"	"USMS_262_13"	"USMS"	"262"	"13"
"1874"	"USMS_262_14"	"USMS"	"262"	"14"
"1875"	"USMS_262_15"	"USMS"	"262"	"15"
"1876"	"USMS_262_16"	"USMS"	"262"	"16"
"1877"	"USMS_262_17"	"USMS"	"262"	"17"
"1878"	"USMS_262_18"	"USMS"	"262"	"18"
"1879"	"USMS_262_19"	"USMS"	"262"	"19"
"1880"	"USMS_262_20"	"USMS"	"262"	"20"
"1881"	"USMS_262_21"	"USMS"	"262"	"21"
"1882"	"USMS_266_1"	"USMS"	"266"	"1"
"1883"	"USMS_266_2"	"USMS"	"266"	"2"
"1884"	"USMS_266_3"	"USMS"	"266"	"3"
"1885"	"USMS_266_4"	"USMS"	"266"	"4"
"1886"	"USMS_266_5"	"USMS"	"266"	"5"
"1887"	"USMS_266_6"	"USMS"	"266"	"6"
"1888"	"USMS_266_7"	"USMS"	"266"	"7"
"1889"	"USMS_266_8"	"USMS"	"266"	"8"
"1890"	"USMS_266_9"	"USMS"	"266"	"9"
"1891"	"USMS_266_10"	"USMS"	"266"	"10"
"1892"	"USMS_266_11"	"USMS"	"266"	"11"
"1893"	"USMS_266_12"	"USMS"	"266"	"12"
"1894"	"USMS_266_13"	"USMS"	"266"	"13"
"1895"	"USMS_266_14"	"USMS"	"266"	"14"
"1896"	"USMS_266_15"	"USMS"	"266"	"15"
"1897"	"USMS_266_16"	"USMS"	"266"	"16"
"1898"	"USMS_266_17"	"USMS"	"266"	"17"
"1899"	"USMS_266_18"	"USMS"	"266"	"18"
"1900"	"USMS_266_19"	"USMS"	"266"	"19"
"1901"	"USMS_266_20"	"USMS"	"266"	"20"
"1902"	"USMS_383_1"	"USMS"	"383"	"1"
"1903"	"USMS_383_2"	"USMS"	"383"	"2"
"1904"	"USMS_383_3"	"USMS"	"383"	"3"
"1905"	"USMS_383_4"	"USMS"	"383"	"4"
"1906"	"USMS_383_5"	"USMS"	"383"	"5"
"1907"	"USMS_383_6"	"USMS"	"383"	"6"
"1908"	"USMS_383_7"	"USMS"	"383"	"7"
"1909"	"USMS_383_8"	"USMS"	"383"	"8"
"1910"	"USMS_383_9"	"USMS"	"383"	"9"
"1911"	"USMS_383_10"	"USMS"	"383"	"10"
"1912"	"USMS_383_11"	"USMS"	"383"	"11"
"1913"	"USMS_383_12"	"USMS"	"383"	"12"
"1914"	"USMS_383_13"	"USMS"	"383"	"13"
"1915"	"USMS_383_14"	"USMS"	"383"	"14"
"1916"	"USMS_383_15"	"USMS"	"383"	"15"
"1917"	"USMS_383_16"	"USMS"	"383"	"16"
"1918"	"USMS_383_17"	"USMS"	"383"	"17"
"1919"	"USMS_383_18"	"USMS"	"383"	"18"
"1920"	"USMS_383_19"	"USMS"	"383"	"19"
"1921"	"USMS_383_20"	"USMS"	"383"	"20"
"1922"	"USMS_383_21"	"USMS"	"383"	"21"
"1923"	"USMS_383_22"	"USMS"	"383"	"22"
"1924"	"USMS_383_23"	"USMS"	"383"	"23"
"1925"	"USMS_394_1"	"USMS"	"394"	"1"
"1926"	"USMS_394_2"	"USMS"	"394"	"2"
"1927"	"USMS_394_3"	"USMS"	"394"	"3"
"1928"	"USMS_394_4"	"USMS"	"394"	"4"
"1929"	"USMS_394_5"	"USMS"	"394"	"5"
"1930"	"USMS_394_6"	"USMS"	"394"	"6"
"1931"	"USMS_394_7"	"USMS"	"394"	"7"
"1932"	"USMS_394_8"	"USMS"	"394"	"8"
"1933"	"USMS_394_9"	"USMS"	"394"	"9"
"1934"	"USMS_394_10"	"USMS"	"394"	"10"
"1935"	"USMS_394_11"	"USMS"	"394"	"11"
"1936"	"USMS_394_12"	"USMS"	"394"	"12"
"1937"	"USMS_394_13"	"USMS"	"394"	"13"
"1938"	"USMS_394_14"	"USMS"	"394"	"14"
"1939"	"USMS_394_15"	"USMS"	"394"	"15"
"1940"	"USMS_394_16"	"USMS"	"394"	"16"
"1941"	"USMS_394_17"	"USMS"	"394"	"17"
"1942"	"USMS_394_18"	"USMS"	"394"	"18"
"1943"	"USMS_394_19"	"USMS"	"394"	"19"
"1944"	"USMS_394_20"	"USMS"	"394"	"20"
"1945"	"USMS_394_21"	"USMS"	"394"	"21"
"1946"	"USMS_461_1"	"USMS"	"461"	"1"
"1947"	"USMS_461_2"	"USMS"	"461"	"2"
"1948"	"USMS_461_3"	"USMS"	"461"	"3"
"1949"	"USMS_461_4"	"USMS"	"461"	"4"
"1950"	"USMS_461_5"	"USMS"	"461"	"5"
"1951"	"USMS_461_6"	"USMS"	"461"	"6"
"1952"	"USMS_461_7"	"USMS"	"461"	"7"
"1953"	"USMS_461_8"	"USMS"	"461"	"8"
"1954"	"USMS_461_9"	"USMS"	"461"	"9"
"1955"	"USMS_461_10"	"USMS"	"461"	"10"
"1956"	"USMS_461_11"	"USMS"	"461"	"11"
"1957"	"USMS_461_12"	"USMS"	"461"	"12"
"1958"	"USMS_461_13"	"USMS"	"461"	"13"
"1959"	"USMS_461_14"	"USMS"	"461"	"14"
"1960"	"USMS_461_15"	"USMS"	"461"	"15"
"1961"	"USMS_461_16"	"USMS"	"461"	"16"
"1962"	"USMS_461_17"	"USMS"	"461"	"17"
"1963"	"USMS_461_18"	"USMS"	"461"	"18"
"1964"	"USMS_461_19"	"USMS"	"461"	"19"
"1965"	"USMS_461_20"	"USMS"	"461"	"20"
"1966"	"USMS_461_21"	"USMS"	"461"	"21"
"1967"	"USMS_461_22"	"USMS"	"461"	"22"
"1968"	"USMS_461_23"	"USMS"	"461"	"23"
"1969"	"USMS_461_24"	"USMS"	"461"	"24"
"1970"	"USMS_936_1"	"USMS"	"936"	"1"
"1971"	"USMS_936_2"	"USMS"	"936"	"2"
"1972"	"USMS_936_3"	"USMS"	"936"	"3"
"1973"	"USMS_936_4"	"USMS"	"936"	"4"
"1974"	"USMS_936_5"	"USMS"	"936"	"5"
"1975"	"USMS_936_6"	"USMS"	"936"	"6"
"1976"	"USMS_936_7"	"USMS"	"936"	"7"
"1977"	"USMS_936_8"	"USMS"	"936"	"8"
"1978"	"USMS_936_9"	"USMS"	"936"	"9"
"1979"	"USMS_936_10"	"USMS"	"936"	"10"
"1980"	"USMS_936_11"	"USMS"	"936"	"11"
"1981"	"USMS_936_12"	"USMS"	"936"	"12"
"1982"	"USMS_936_13"	"USMS"	"936"	"13"
"1983"	"USMS_936_14"	"USMS"	"936"	"14"
"1984"	"USMS_936_15"	"USMS"	"936"	"15"
"1985"	"USMS_936_16"	"USMS"	"936"	"16"
"1986"	"USMS_936_17"	"USMS"	"936"	"17"
"1987"	"USMS_936_18"	"USMS"	"936"	"18"
"1988"	"USMS_936_19"	"USMS"	"936"	"19"
"1989"	"USMS_936_20"	"USMS"	"936"	"20"
"1990"	"USMS_936_21"	"USMS"	"936"	"21"
"1991"	"USMS_1782_1"	"USMS"	"1782"	"1"
"1992"	"USMS_1782_2"	"USMS"	"1782"	"2"
"1993"	"USMS_1782_3"	"USMS"	"1782"	"3"
"1994"	"USMS_1782_4"	"USMS"	"1782"	"4"
"1995"	"USMS_1782_5"	"USMS"	"1782"	"5"
"1996"	"USMS_1782_6"	"USMS"	"1782"	"6"
"1997"	"USMS_1782_7"	"USMS"	"1782"	"7"
"1998"	"USMS_1782_8"	"USMS"	"1782"	"8"
"1999"	"USMS_1782_9"	"USMS"	"1782"	"9"
"2000"	"USMS_1782_10"	"USMS"	"1782"	"10"
"2001"	"USMS_1782_11"	"USMS"	"1782"	"11"
"2002"	"USMS_1782_12"	"USMS"	"1782"	"12"
"2003"	"USMS_1782_13"	"USMS"	"1782"	"13"
"2004"	"USMS_1782_14"	"USMS"	"1782"	"14"
"2005"	"USMS_1782_15"	"USMS"	"1782"	"15"
"2006"	"USMS_1782_16"	"USMS"	"1782"	"16"
"2007"	"USMS_1782_17"	"USMS"	"1782"	"17"
"2008"	"USMS_1782_18"	"USMS"	"1782"	"18"
"2009"	"USMS_1829_1"	"USMS"	"1829"	"1"
"2010"	"USMS_1829_2"	"USMS"	"1829"	"2"
"2011"	"USMS_1829_3"	"USMS"	"1829"	"3"
"2012"	"USMS_1829_4"	"USMS"	"1829"	"4"
"2013"	"USMS_1829_5"	"USMS"	"1829"	"5"
"2014"	"USMS_1829_6"	"USMS"	"1829"	"6"
"2015"	"USMS_1829_7"	"USMS"	"1829"	"7"
"2016"	"USMS_1829_8"	"USMS"	"1829"	"8"
"2017"	"USMS_1829_9"	"USMS"	"1829"	"9"
"2018"	"USMS_1829_10"	"USMS"	"1829"	"10"
"2019"	"USMS_1829_11"	"USMS"	"1829"	"11"
"2020"	"USMS_1829_12"	"USMS"	"1829"	"12"
"2021"	"USMS_1829_13"	"USMS"	"1829"	"13"
"2022"	"USMS_1829_14"	"USMS"	"1829"	"14"
"2023"	"USMS_1829_15"	"USMS"	"1829"	"15"
"2024"	"USMS_1829_16"	"USMS"	"1829"	"16"
"2025"	"USMS_1829_17"	"USMS"	"1829"	"17"
"2026"	"USMS_1829_18"	"USMS"	"1829"	"18"
"2027"	"USMS_1829_19"	"USMS"	"1829"	"19"
"2028"	"USMS_1829_20"	"USMS"	"1829"	"20"
"2029"	"USMS_1829_21"	"USMS"	"1829"	"21"
"2030"	"USMS_1875_1"	"USMS"	"1875"	"1"
"2031"	"USMS_1875_2"	"USMS"	"1875"	"2"
"2032"	"USMS_1875_3"	"USMS"	"1875"	"3"
"2033"	"USMS_1875_4"	"USMS"	"1875"	"4"
"2034"	"USMS_1875_5"	"USMS"	"1875"	"5"
"2035"	"USMS_1875_6"	"USMS"	"1875"	"6"
"2036"	"USMS_1875_7"	"USMS"	"1875"	"7"
