"plant_id"	"Treatment"	"ACC_ID"	"Rep"
"9416"	"S_2320_6"	"S"	"2320"	"6"
"9417"	"S_2320_7"	"S"	"2320"	"7"
"9418"	"S_2320_8"	"S"	"2320"	"8"
"9419"	"S_5723_1"	"S"	"5723"	"1"
"9420"	"S_5723_2"	"S"	"5723"	"2"
"9421"	"S_5723_3"	"S"	"5723"	"3"
"9422"	"S_5723_4"	"S"	"5723"	"4"
"9423"	"S_5723_5"	"S"	"5723"	"5"
"9424"	"S_5729_1"	"S"	"5729"	"1"
"9425"	"S_5729_2"	"S"	"5729"	"2"
"9426"	"S_5731_1"	"S"	"5731"	"1"
"9427"	"S_5731_2"	"S"	"5731"	"2"
"9428"	"S_5731_3"	"S"	"5731"	"3"
"9429"	"S_5731_4"	"S"	"5731"	"4"
"9430"	"S_5731_5"	"S"	"5731"	"5"
"9431"	"S_5731_6"	"S"	"5731"	"6"
"9432"	"S_5731_7"	"S"	"5731"	"7"
"9433"	"S_5731_8"	"S"	"5731"	"8"
"9434"	"S_5731_9"	"S"	"5731"	"9"
"9435"	"S_5736_1"	"S"	"5736"	"1"
"9436"	"S_5736_2"	"S"	"5736"	"2"
"9437"	"S_5742_1"	"S"	"5742"	"1"
"9438"	"S_5742_2"	"S"	"5742"	"2"
"9439"	"S_5742_3"	"S"	"5742"	"3"
"9440"	"S_5745_1"	"S"	"5745"	"1"
"9441"	"S_5745_2"	"S"	"5745"	"2"
"9442"	"S_5745_3"	"S"	"5745"	"3"
"9443"	"S_5745_4"	"S"	"5745"	"4"
"9444"	"S_5745_5"	"S"	"5745"	"5"
"9445"	"S_5745_6"	"S"	"5745"	"6"
"9446"	"S_5745_7"	"S"	"5745"	"7"
"9447"	"S_5751_1"	"S"	"5751"	"1"
"9448"	"S_5751_2"	"S"	"5751"	"2"
"9449"	"S_5751_3"	"S"	"5751"	"3"
"9450"	"S_5751_4"	"S"	"5751"	"4"
"9451"	"S_5751_5"	"S"	"5751"	"5"
"9452"	"S_5751_6"	"S"	"5751"	"6"
"9453"	"S_5751_7"	"S"	"5751"	"7"
"9454"	"S_5751_8"	"S"	"5751"	"8"
"9455"	"S_5751_9"	"S"	"5751"	"9"
"9456"	"S_5752_1"	"S"	"5752"	"1"
"9457"	"S_5752_2"	"S"	"5752"	"2"
"9458"	"S_5752_3"	"S"	"5752"	"3"
"9459"	"S_5752_4"	"S"	"5752"	"4"
"9460"	"S_5752_5"	"S"	"5752"	"5"
"9461"	"S_5752_6"	"S"	"5752"	"6"
"9462"	"S_5752_7"	"S"	"5752"	"7"
"9463"	"S_5752_8"	"S"	"5752"	"8"
"9464"	"S_5837_1"	"S"	"5837"	"1"
"9465"	"S_5837_2"	"S"	"5837"	"2"
"9466"	"S_5837_3"	"S"	"5837"	"3"
"9467"	"S_5837_4"	"S"	"5837"	"4"
"9468"	"S_5837_5"	"S"	"5837"	"5"
"9469"	"S_5837_6"	"S"	"5837"	"6"
"9470"	"S_5837_7"	"S"	"5837"	"7"
"9471"	"S_5837_8"	"S"	"5837"	"8"
"9472"	"S_5837_9"	"S"	"5837"	"9"
"9473"	"S_6008_1"	"S"	"6008"	"1"
"9474"	"S_6008_2"	"S"	"6008"	"2"
"9475"	"S_6008_3"	"S"	"6008"	"3"
"9476"	"S_6008_4"	"S"	"6008"	"4"
"9477"	"S_6008_5"	"S"	"6008"	"5"
"9478"	"S_6008_6"	"S"	"6008"	"6"
"9479"	"S_6008_7"	"S"	"6008"	"7"
"9480"	"S_6008_8"	"S"	"6008"	"8"
"9481"	"S_6016_1"	"S"	"6016"	"1"
"9482"	"S_6016_2"	"S"	"6016"	"2"
"9483"	"S_6040_1"	"S"	"6040"	"1"
"9484"	"S_6040_2"	"S"	"6040"	"2"
"9485"	"S_6040_3"	"S"	"6040"	"3"
"9486"	"S_6040_4"	"S"	"6040"	"4"
"9487"	"S_6074_1"	"S"	"6074"	"1"
"9488"	"S_6074_2"	"S"	"6074"	"2"
"9489"	"S_6074_3"	"S"	"6074"	"3"
"9490"	"S_6074_4"	"S"	"6074"	"4"
"9491"	"S_6074_5"	"S"	"6074"	"5"
"9492"	"S_6074_6"	"S"	"6074"	"6"
"9493"	"S_6074_7"	"S"	"6074"	"7"
"9494"	"S_6074_8"	"S"	"6074"	"8"
"9495"	"S_6243_1"	"S"	"6243"	"1"
"9496"	"S_6243_2"	"S"	"6243"	"2"
"9497"	"S_6243_3"	"S"	"6243"	"3"
"9498"	"S_6243_4"	"S"	"6243"	"4"
"9499"	"S_6243_5"	"S"	"6243"	"5"
"9500"	"S_6243_6"	"S"	"6243"	"6"
"9501"	"S_6243_7"	"S"	"6243"	"7"
"9502"	"S_6243_8"	"S"	"6243"	"8"
"9503"	"S_6730_1"	"S"	"6730"	"1"
"9504"	"S_6730_2"	"S"	"6730"	"2"
"9505"	"S_6730_3"	"S"	"6730"	"3"
"9506"	"S_6730_4"	"S"	"6730"	"4"
"9507"	"S_6730_5"	"S"	"6730"	"5"
"9508"	"S_6897_1"	"S"	"6897"	"1"
"9509"	"S_6897_2"	"S"	"6897"	"2"
"9510"	"S_6897_3"	"S"	"6897"	"3"
"9511"	"S_6897_4"	"S"	"6897"	"4"
"9512"	"S_6897_5"	"S"	"6897"	"5"
"9513"	"S_6897_6"	"S"	"6897"	"6"
"9514"	"S_6897_7"	"S"	"6897"	"7"
"9515"	"S_6897_8"	"S"	"6897"	"8"
"9516"	"S_6897_9"	"S"	"6897"	"9"
"9517"	"S_6897_10"	"S"	"6897"	"10"
"9518"	"S_6897_11"	"S"	"6897"	"11"
"9519"	"S_6898_1"	"S"	"6898"	"1"
"9520"	"S_6898_2"	"S"	"6898"	"2"
"9521"	"S_6898_3"	"S"	"6898"	"3"
"9522"	"S_6898_4"	"S"	"6898"	"4"
"9523"	"S_6898_5"	"S"	"6898"	"5"
"9524"	"S_6898_6"	"S"	"6898"	"6"
"9525"	"S_6898_7"	"S"	"6898"	"7"
"9526"	"S_6898_8"	"S"	"6898"	"8"
"9527"	"S_6898_9"	"S"	"6898"	"9"
"9528"	"S_6898_10"	"S"	"6898"	"10"
"9529"	"S_6899_1"	"S"	"6899"	"1"
"9530"	"S_6899_2"	"S"	"6899"	"2"
"9531"	"S_6899_3"	"S"	"6899"	"3"
"9532"	"S_6899_4"	"S"	"6899"	"4"
"9533"	"S_6899_5"	"S"	"6899"	"5"
"9534"	"S_6899_6"	"S"	"6899"	"6"
"9535"	"S_6903_1"	"S"	"6903"	"1"
"9536"	"S_6903_2"	"S"	"6903"	"2"
"9537"	"S_6903_3"	"S"	"6903"	"3"
"9538"	"S_6903_4"	"S"	"6903"	"4"
"9539"	"S_6903_5"	"S"	"6903"	"5"
"9540"	"S_6903_6"	"S"	"6903"	"6"
"9541"	"S_6903_7"	"S"	"6903"	"7"
"9542"	"S_6903_8"	"S"	"6903"	"8"
"9543"	"S_6903_9"	"S"	"6903"	"9"
"9544"	"S_6904_1"	"S"	"6904"	"1"
"9545"	"S_6904_2"	"S"	"6904"	"2"
"9546"	"S_6904_3"	"S"	"6904"	"3"
"9547"	"S_6904_4"	"S"	"6904"	"4"
"9548"	"S_6904_5"	"S"	"6904"	"5"
"9549"	"S_6904_6"	"S"	"6904"	"6"
"9550"	"S_6904_7"	"S"	"6904"	"7"
"9551"	"S_6904_8"	"S"	"6904"	"8"
"9552"	"S_6906_1"	"S"	"6906"	"1"
"9553"	"S_6906_2"	"S"	"6906"	"2"
"9554"	"S_6906_3"	"S"	"6906"	"3"
"9555"	"S_6906_4"	"S"	"6906"	"4"
"9556"	"S_6907_1"	"S"	"6907"	"1"
"9557"	"S_6907_2"	"S"	"6907"	"2"
"9558"	"S_6907_3"	"S"	"6907"	"3"
"9559"	"S_6907_4"	"S"	"6907"	"4"
"9560"	"S_6907_5"	"S"	"6907"	"5"
"9561"	"S_6907_6"	"S"	"6907"	"6"
"9562"	"S_6907_7"	"S"	"6907"	"7"
"9563"	"S_6907_8"	"S"	"6907"	"8"
"9564"	"S_6909_1"	"S"	"6909"	"1"
"9565"	"S_6909_2"	"S"	"6909"	"2"
"9566"	"S_6909_3"	"S"	"6909"	"3"
"9567"	"S_6909_4"	"S"	"6909"	"4"
"9568"	"S_6910_1"	"S"	"6910"	"1"
"9569"	"S_6910_2"	"S"	"6910"	"2"
"9570"	"S_6910_3"	"S"	"6910"	"3"
"9571"	"S_6910_4"	"S"	"6910"	"4"
"9572"	"S_6911_1"	"S"	"6911"	"1"
"9573"	"S_6911_2"	"S"	"6911"	"2"
"9574"	"S_6911_3"	"S"	"6911"	"3"
"9575"	"S_6913_1"	"S"	"6913"	"1"
"9576"	"S_6913_2"	"S"	"6913"	"2"
"9577"	"S_6913_3"	"S"	"6913"	"3"
"9578"	"S_6913_4"	"S"	"6913"	"4"
"9579"	"S_6913_5"	"S"	"6913"	"5"
"9580"	"S_6915_1"	"S"	"6915"	"1"
"9581"	"S_6915_2"	"S"	"6915"	"2"
"9582"	"S_6915_3"	"S"	"6915"	"3"
"9583"	"S_6915_4"	"S"	"6915"	"4"
"9584"	"S_6915_5"	"S"	"6915"	"5"
"9585"	"S_6915_6"	"S"	"6915"	"6"
"9586"	"S_6915_7"	"S"	"6915"	"7"
"9587"	"S_6915_8"	"S"	"6915"	"8"
"9588"	"S_6915_9"	"S"	"6915"	"9"
"9589"	"S_6915_10"	"S"	"6915"	"10"
"9590"	"S_6916_1"	"S"	"6916"	"1"
"9591"	"S_6916_2"	"S"	"6916"	"2"
"9592"	"S_6916_3"	"S"	"6916"	"3"
"9593"	"S_6916_4"	"S"	"6916"	"4"
"9594"	"S_6916_5"	"S"	"6916"	"5"
"9595"	"S_6916_6"	"S"	"6916"	"6"
"9596"	"S_6916_7"	"S"	"6916"	"7"
"9597"	"S_6919_1"	"S"	"6919"	"1"
"9598"	"S_6919_2"	"S"	"6919"	"2"
"9599"	"S_6919_3"	"S"	"6919"	"3"
"9600"	"S_6919_4"	"S"	"6919"	"4"
"9601"	"S_6919_5"	"S"	"6919"	"5"
"9602"	"S_6919_6"	"S"	"6919"	"6"
"9603"	"S_6920_1"	"S"	"6920"	"1"
"9604"	"S_6920_2"	"S"	"6920"	"2"
"9605"	"S_6920_3"	"S"	"6920"	"3"
"9606"	"S_6920_4"	"S"	"6920"	"4"
"9607"	"S_6920_5"	"S"	"6920"	"5"
"9608"	"S_6920_6"	"S"	"6920"	"6"
"9609"	"S_6922_1"	"S"	"6922"	"1"
"9610"	"S_6922_2"	"S"	"6922"	"2"
"9611"	"S_6922_3"	"S"	"6922"	"3"
"9612"	"S_6922_4"	"S"	"6922"	"4"
"9613"	"S_6922_5"	"S"	"6922"	"5"
"9614"	"S_6922_6"	"S"	"6922"	"6"
"9615"	"S_6922_7"	"S"	"6922"	"7"
"9616"	"S_6922_8"	"S"	"6922"	"8"
"9617"	"S_6923_1"	"S"	"6923"	"1"
"9618"	"S_6923_2"	"S"	"6923"	"2"
"9619"	"S_6923_3"	"S"	"6923"	"3"
"9620"	"S_6923_4"	"S"	"6923"	"4"
"9621"	"S_6923_5"	"S"	"6923"	"5"
"9622"	"S_6923_6"	"S"	"6923"	"6"
"9623"	"S_6923_7"	"S"	"6923"	"7"
"9624"	"S_6923_8"	"S"	"6923"	"8"
"9625"	"S_6923_9"	"S"	"6923"	"9"
"9626"	"S_6924_1"	"S"	"6924"	"1"
"9627"	"S_6924_2"	"S"	"6924"	"2"
"9628"	"S_6924_3"	"S"	"6924"	"3"
"9629"	"S_6926_1"	"S"	"6926"	"1"
"9630"	"S_6926_2"	"S"	"6926"	"2"
"9631"	"S_6926_3"	"S"	"6926"	"3"
"9632"	"S_6926_4"	"S"	"6926"	"4"
"9633"	"S_6926_5"	"S"	"6926"	"5"
"9634"	"S_6926_6"	"S"	"6926"	"6"
"9635"	"S_6926_7"	"S"	"6926"	"7"
"9636"	"S_6928_1"	"S"	"6928"	"1"
"9637"	"S_6928_2"	"S"	"6928"	"2"
"9638"	"S_6928_3"	"S"	"6928"	"3"
"9639"	"S_6928_4"	"S"	"6928"	"4"
"9640"	"S_6928_5"	"S"	"6928"	"5"
"9641"	"S_6928_6"	"S"	"6928"	"6"
"9642"	"S_6928_7"	"S"	"6928"	"7"
"9643"	"S_6929_1"	"S"	"6929"	"1"
"9644"	"S_6929_2"	"S"	"6929"	"2"
"9645"	"S_6930_1"	"S"	"6930"	"1"
"9646"	"S_6930_2"	"S"	"6930"	"2"
"9647"	"S_6930_3"	"S"	"6930"	"3"
"9648"	"S_6930_4"	"S"	"6930"	"4"
"9649"	"S_6930_5"	"S"	"6930"	"5"
"9650"	"S_6930_6"	"S"	"6930"	"6"
"9651"	"S_6930_7"	"S"	"6930"	"7"
"9652"	"S_6930_8"	"S"	"6930"	"8"
"9653"	"S_6930_9"	"S"	"6930"	"9"
"9654"	"S_6931_1"	"S"	"6931"	"1"
"9655"	"S_6931_2"	"S"	"6931"	"2"
"9656"	"S_6931_3"	"S"	"6931"	"3"
"9657"	"S_6931_4"	"S"	"6931"	"4"
"9658"	"S_6931_5"	"S"	"6931"	"5"
"9659"	"S_6931_6"	"S"	"6931"	"6"
"9660"	"S_6931_7"	"S"	"6931"	"7"
"9661"	"S_6931_8"	"S"	"6931"	"8"
"9662"	"S_6931_9"	"S"	"6931"	"9"
"9663"	"S_6932_1"	"S"	"6932"	"1"
"9664"	"S_6932_2"	"S"	"6932"	"2"
"9665"	"S_6932_3"	"S"	"6932"	"3"
"9666"	"S_6936_1"	"S"	"6936"	"1"
"9667"	"S_6936_2"	"S"	"6936"	"2"
"9668"	"S_6937_1"	"S"	"6937"	"1"
"9669"	"S_6937_2"	"S"	"6937"	"2"
"9670"	"S_6937_3"	"S"	"6937"	"3"
"9671"	"S_6937_4"	"S"	"6937"	"4"
"9672"	"S_6937_5"	"S"	"6937"	"5"
"9673"	"S_6937_6"	"S"	"6937"	"6"
"9674"	"S_6937_7"	"S"	"6937"	"7"
"9675"	"S_6937_8"	"S"	"6937"	"8"
"9676"	"S_6937_9"	"S"	"6937"	"9"
"9677"	"S_6938_1"	"S"	"6938"	"1"
"9678"	"S_6938_2"	"S"	"6938"	"2"
"9679"	"S_6938_3"	"S"	"6938"	"3"
"9680"	"S_6938_4"	"S"	"6938"	"4"
"9681"	"S_6938_5"	"S"	"6938"	"5"
"9682"	"S_6938_6"	"S"	"6938"	"6"
"9683"	"S_6938_7"	"S"	"6938"	"7"
"9684"	"S_6938_8"	"S"	"6938"	"8"
"9685"	"S_6938_9"	"S"	"6938"	"9"
"9686"	"S_6939_1"	"S"	"6939"	"1"
"9687"	"S_6939_2"	"S"	"6939"	"2"
"9688"	"S_6939_3"	"S"	"6939"	"3"
"9689"	"S_6939_4"	"S"	"6939"	"4"
"9690"	"S_6939_5"	"S"	"6939"	"5"
"9691"	"S_6939_6"	"S"	"6939"	"6"
"9692"	"S_6939_7"	"S"	"6939"	"7"
"9693"	"S_6939_8"	"S"	"6939"	"8"
"9694"	"S_6939_9"	"S"	"6939"	"9"
"9695"	"S_6940_1"	"S"	"6940"	"1"
"9696"	"S_6940_2"	"S"	"6940"	"2"
"9697"	"S_6940_3"	"S"	"6940"	"3"
"9698"	"S_6940_4"	"S"	"6940"	"4"
"9699"	"S_6940_5"	"S"	"6940"	"5"
"9700"	"S_6940_6"	"S"	"6940"	"6"
"9701"	"S_6940_7"	"S"	"6940"	"7"
"9702"	"S_6940_8"	"S"	"6940"	"8"
"9703"	"S_6942_1"	"S"	"6942"	"1"
"9704"	"S_6942_2"	"S"	"6942"	"2"
"9705"	"S_6943_1"	"S"	"6943"	"1"
"9706"	"S_6943_2"	"S"	"6943"	"2"
"9707"	"S_6943_3"	"S"	"6943"	"3"
"9708"	"S_6943_4"	"S"	"6943"	"4"
"9709"	"S_6943_5"	"S"	"6943"	"5"
"9710"	"S_6943_6"	"S"	"6943"	"6"
"9711"	"S_6943_7"	"S"	"6943"	"7"
"9712"	"S_6943_8"	"S"	"6943"	"8"
"9713"	"S_6944_1"	"S"	"6944"	"1"
"9714"	"S_6944_2"	"S"	"6944"	"2"
"9715"	"S_6944_3"	"S"	"6944"	"3"
"9716"	"S_6944_4"	"S"	"6944"	"4"
"9717"	"S_6944_5"	"S"	"6944"	"5"
"9718"	"S_6944_6"	"S"	"6944"	"6"
"9719"	"S_6944_7"	"S"	"6944"	"7"
"9720"	"S_6944_8"	"S"	"6944"	"8"
"9721"	"S_6944_9"	"S"	"6944"	"9"
"9722"	"S_6944_10"	"S"	"6944"	"10"
"9723"	"S_6945_1"	"S"	"6945"	"1"
"9724"	"S_6945_2"	"S"	"6945"	"2"
"9725"	"S_6945_3"	"S"	"6945"	"3"
"9726"	"S_6946_1"	"S"	"6946"	"1"
"9727"	"S_6946_2"	"S"	"6946"	"2"
"9728"	"S_6946_3"	"S"	"6946"	"3"
"9729"	"S_6946_4"	"S"	"6946"	"4"
"9730"	"S_6946_5"	"S"	"6946"	"5"
"9731"	"S_6946_6"	"S"	"6946"	"6"
"9732"	"S_6946_7"	"S"	"6946"	"7"
"9733"	"S_6946_8"	"S"	"6946"	"8"
"9734"	"S_6951_1"	"S"	"6951"	"1"
"9735"	"S_6951_2"	"S"	"6951"	"2"
"9736"	"S_6951_3"	"S"	"6951"	"3"
"9737"	"S_6951_4"	"S"	"6951"	"4"
"9738"	"S_6951_5"	"S"	"6951"	"5"
"9739"	"S_6951_6"	"S"	"6951"	"6"
"9740"	"S_6951_7"	"S"	"6951"	"7"
"9741"	"S_6951_8"	"S"	"6951"	"8"
"9742"	"S_6951_9"	"S"	"6951"	"9"
"9743"	"S_6956_1"	"S"	"6956"	"1"
"9744"	"S_6956_2"	"S"	"6956"	"2"
"9745"	"S_6956_3"	"S"	"6956"	"3"
"9746"	"S_6956_4"	"S"	"6956"	"4"
"9747"	"S_6956_5"	"S"	"6956"	"5"
"9748"	"S_6956_6"	"S"	"6956"	"6"
"9749"	"S_6956_7"	"S"	"6956"	"7"
"9750"	"S_6958_1"	"S"	"6958"	"1"
"9751"	"S_6958_2"	"S"	"6958"	"2"
"9752"	"S_6958_3"	"S"	"6958"	"3"
"9753"	"S_6958_4"	"S"	"6958"	"4"
"9754"	"S_6958_5"	"S"	"6958"	"5"
"9755"	"S_6958_6"	"S"	"6958"	"6"
"9756"	"S_6958_7"	"S"	"6958"	"7"
"9757"	"S_6959_1"	"S"	"6959"	"1"
"9758"	"S_6959_2"	"S"	"6959"	"2"
"9759"	"S_6959_3"	"S"	"6959"	"3"
"9760"	"S_6959_4"	"S"	"6959"	"4"
"9761"	"S_6959_5"	"S"	"6959"	"5"
"9762"	"S_6959_6"	"S"	"6959"	"6"
"9763"	"S_6959_7"	"S"	"6959"	"7"
"9764"	"S_6959_8"	"S"	"6959"	"8"
"9765"	"S_6959_9"	"S"	"6959"	"9"
"9766"	"S_6960_1"	"S"	"6960"	"1"
"9767"	"S_6960_2"	"S"	"6960"	"2"
"9768"	"S_6960_3"	"S"	"6960"	"3"
"9769"	"S_6960_4"	"S"	"6960"	"4"
"9770"	"S_6960_5"	"S"	"6960"	"5"
"9771"	"S_6960_6"	"S"	"6960"	"6"
"9772"	"S_6961_1"	"S"	"6961"	"1"
"9773"	"S_6961_2"	"S"	"6961"	"2"
"9774"	"S_6961_3"	"S"	"6961"	"3"
"9775"	"S_6961_4"	"S"	"6961"	"4"
"9776"	"S_6961_5"	"S"	"6961"	"5"
"9777"	"S_6961_6"	"S"	"6961"	"6"
"9778"	"S_6961_7"	"S"	"6961"	"7"
"9779"	"S_6961_8"	"S"	"6961"	"8"
"9780"	"S_6961_9"	"S"	"6961"	"9"
"9781"	"S_6962_1"	"S"	"6962"	"1"
"9782"	"S_6962_2"	"S"	"6962"	"2"
"9783"	"S_6962_3"	"S"	"6962"	"3"
"9784"	"S_6962_4"	"S"	"6962"	"4"
"9785"	"S_6963_1"	"S"	"6963"	"1"
"9786"	"S_6963_2"	"S"	"6963"	"2"
"9787"	"S_6963_3"	"S"	"6963"	"3"
"9788"	"S_6966_1"	"S"	"6966"	"1"
"9789"	"S_6966_2"	"S"	"6966"	"2"
"9790"	"S_6966_3"	"S"	"6966"	"3"
"9791"	"S_6966_4"	"S"	"6966"	"4"
"9792"	"S_6966_5"	"S"	"6966"	"5"
"9793"	"S_6967_1"	"S"	"6967"	"1"
"9794"	"S_6967_2"	"S"	"6967"	"2"
"9795"	"S_6967_3"	"S"	"6967"	"3"
"9796"	"S_6967_4"	"S"	"6967"	"4"
"9797"	"S_6967_5"	"S"	"6967"	"5"
"9798"	"S_6968_1"	"S"	"6968"	"1"
"9799"	"S_6968_2"	"S"	"6968"	"2"
"9800"	"S_6968_3"	"S"	"6968"	"3"
"9801"	"S_6968_4"	"S"	"6968"	"4"
"9802"	"S_6968_5"	"S"	"6968"	"5"
"9803"	"S_6969_1"	"S"	"6969"	"1"
"9804"	"S_6969_2"	"S"	"6969"	"2"
"9805"	"S_6969_3"	"S"	"6969"	"3"
"9806"	"S_6969_4"	"S"	"6969"	"4"
"9807"	"S_6969_5"	"S"	"6969"	"5"
"9808"	"S_6969_6"	"S"	"6969"	"6"
"9809"	"S_6969_7"	"S"	"6969"	"7"
"9810"	"S_6970_1"	"S"	"6970"	"1"
"9811"	"S_6970_2"	"S"	"6970"	"2"
"9812"	"S_6970_3"	"S"	"6970"	"3"
"9813"	"S_6970_4"	"S"	"6970"	"4"
"9814"	"S_6971_1"	"S"	"6971"	"1"
"9815"	"S_6971_2"	"S"	"6971"	"2"
"9816"	"S_6971_3"	"S"	"6971"	"3"
"9817"	"S_6971_4"	"S"	"6971"	"4"
"9818"	"S_6971_5"	"S"	"6971"	"5"
"9819"	"S_6971_6"	"S"	"6971"	"6"
"9820"	"S_6971_7"	"S"	"6971"	"7"
"9821"	"S_6971_8"	"S"	"6971"	"8"
"9822"	"S_6972_1"	"S"	"6972"	"1"
"9823"	"S_6972_2"	"S"	"6972"	"2"
"9824"	"S_6972_3"	"S"	"6972"	"3"
"9825"	"S_6972_4"	"S"	"6972"	"4"
"9826"	"S_6972_5"	"S"	"6972"	"5"
"9827"	"S_6972_6"	"S"	"6972"	"6"
"9828"	"S_6973_1"	"S"	"6973"	"1"
"9829"	"S_6973_2"	"S"	"6973"	"2"
"9830"	"S_6973_3"	"S"	"6973"	"3"
"9831"	"S_6973_4"	"S"	"6973"	"4"
"9832"	"S_6973_5"	"S"	"6973"	"5"
"9833"	"S_6973_6"	"S"	"6973"	"6"
"9834"	"S_6973_7"	"S"	"6973"	"7"
"9835"	"S_6973_8"	"S"	"6973"	"8"
"9836"	"S_6973_9"	"S"	"6973"	"9"
"9837"	"S_6975_1"	"S"	"6975"	"1"
"9838"	"S_6975_2"	"S"	"6975"	"2"
"9839"	"S_6975_3"	"S"	"6975"	"3"
"9840"	"S_6975_4"	"S"	"6975"	"4"
"9841"	"S_6976_1"	"S"	"6976"	"1"
"9842"	"S_6976_2"	"S"	"6976"	"2"
"9843"	"S_6976_3"	"S"	"6976"	"3"
"9844"	"S_6976_4"	"S"	"6976"	"4"
"9845"	"S_6976_5"	"S"	"6976"	"5"
"9846"	"S_6976_6"	"S"	"6976"	"6"
"9847"	"S_6976_7"	"S"	"6976"	"7"
"9848"	"S_6977_1"	"S"	"6977"	"1"
"9849"	"S_6977_2"	"S"	"6977"	"2"
"9850"	"S_6977_3"	"S"	"6977"	"3"
"9851"	"S_6977_4"	"S"	"6977"	"4"
"9852"	"S_6977_5"	"S"	"6977"	"5"
"9853"	"S_6977_6"	"S"	"6977"	"6"
"9854"	"S_6977_7"	"S"	"6977"	"7"
"9855"	"S_6977_8"	"S"	"6977"	"8"
"9856"	"S_6978_1"	"S"	"6978"	"1"
"9857"	"S_6978_2"	"S"	"6978"	"2"
"9858"	"S_6978_3"	"S"	"6978"	"3"
"9859"	"S_6978_4"	"S"	"6978"	"4"
"9860"	"S_6979_1"	"S"	"6979"	"1"
"9861"	"S_6979_2"	"S"	"6979"	"2"
"9862"	"S_6979_3"	"S"	"6979"	"3"
"9863"	"S_6979_4"	"S"	"6979"	"4"
"9864"	"S_6979_5"	"S"	"6979"	"5"
"9865"	"S_6979_6"	"S"	"6979"	"6"
"9866"	"S_6979_7"	"S"	"6979"	"7"
"9867"	"S_6979_8"	"S"	"6979"	"8"
"9868"	"S_6979_9"	"S"	"6979"	"9"
"9869"	"S_6980_1"	"S"	"6980"	"1"
"9870"	"S_6980_2"	"S"	"6980"	"2"
"9871"	"S_6980_3"	"S"	"6980"	"3"
"9872"	"S_6980_4"	"S"	"6980"	"4"
"9873"	"S_6980_5"	"S"	"6980"	"5"
"9874"	"S_6980_6"	"S"	"6980"	"6"
"9875"	"S_6980_7"	"S"	"6980"	"7"
"9876"	"S_6980_8"	"S"	"6980"	"8"
"9877"	"S_6980_9"	"S"	"6980"	"9"
"9878"	"S_6980_10"	"S"	"6980"	"10"
"9879"	"S_6981_1"	"S"	"6981"	"1"
"9880"	"S_6981_2"	"S"	"6981"	"2"
"9881"	"S_6981_3"	"S"	"6981"	"3"
"9882"	"S_6981_4"	"S"	"6981"	"4"
"9883"	"S_6981_5"	"S"	"6981"	"5"
"9884"	"S_6982_1"	"S"	"6982"	"1"
"9885"	"S_6982_2"	"S"	"6982"	"2"
"9886"	"S_6982_3"	"S"	"6982"	"3"
"9887"	"S_6982_4"	"S"	"6982"	"4"
"9888"	"S_6982_5"	"S"	"6982"	"5"
"9889"	"S_6982_6"	"S"	"6982"	"6"
"9890"	"S_6982_7"	"S"	"6982"	"7"
"9891"	"S_6982_8"	"S"	"6982"	"8"
"9892"	"S_6983_1"	"S"	"6983"	"1"
"9893"	"S_6983_2"	"S"	"6983"	"2"
"9894"	"S_6983_3"	"S"	"6983"	"3"
"9895"	"S_6983_4"	"S"	"6983"	"4"
"9896"	"S_6983_5"	"S"	"6983"	"5"
"9897"	"S_6983_6"	"S"	"6983"	"6"
"9898"	"S_6983_7"	"S"	"6983"	"7"
"9899"	"S_6984_1"	"S"	"6984"	"1"
"9900"	"S_6984_2"	"S"	"6984"	"2"
"9901"	"S_6984_3"	"S"	"6984"	"3"
"9902"	"S_6984_4"	"S"	"6984"	"4"
"9903"	"S_6984_5"	"S"	"6984"	"5"
"9904"	"S_6984_6"	"S"	"6984"	"6"
"9905"	"S_6985_1"	"S"	"6985"	"1"
"9906"	"S_6985_2"	"S"	"6985"	"2"
"9907"	"S_6985_3"	"S"	"6985"	"3"
"9908"	"S_6985_4"	"S"	"6985"	"4"
"9909"	"S_6985_5"	"S"	"6985"	"5"
"9910"	"S_6985_6"	"S"	"6985"	"6"
"9911"	"S_6985_7"	"S"	"6985"	"7"
"9912"	"S_6987_1"	"S"	"6987"	"1"
"9913"	"S_6987_2"	"S"	"6987"	"2"
"9914"	"S_6987_3"	"S"	"6987"	"3"
"9915"	"S_6987_4"	"S"	"6987"	"4"
"9916"	"S_6987_5"	"S"	"6987"	"5"
"9917"	"S_6987_6"	"S"	"6987"	"6"
"9918"	"S_6987_7"	"S"	"6987"	"7"
"9919"	"S_6987_8"	"S"	"6987"	"8"
"9920"	"S_6988_1"	"S"	"6988"	"1"
"9921"	"S_6988_2"	"S"	"6988"	"2"
"9922"	"S_6990_1"	"S"	"6990"	"1"
"9923"	"S_6990_2"	"S"	"6990"	"2"
"9924"	"S_6990_3"	"S"	"6990"	"3"
"9925"	"S_6990_4"	"S"	"6990"	"4"
"9926"	"S_6992_1"	"S"	"6992"	"1"
"9927"	"S_6992_2"	"S"	"6992"	"2"
"9928"	"S_6992_3"	"S"	"6992"	"3"
"9929"	"S_6992_4"	"S"	"6992"	"4"
"9930"	"S_6992_5"	"S"	"6992"	"5"
"9931"	"S_6992_6"	"S"	"6992"	"6"
"9932"	"S_6992_7"	"S"	"6992"	"7"
